date,match_link,home,away,home_elo,away_elo
2019-08-09,https://fbref.com/en/matches/928467bd/Liverpool-Norwich-City-August-9-2019-Premier-League,Liverpool,Norwich City,2043.69104004,1631.09875488
2019-08-10,https://fbref.com/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League,West Ham,Manchester City,1729.7902832,2037.48242188
2019-08-10,https://fbref.com/en/matches/38111659/Watford-Brighton-and-Hove-Albion-August-10-2019-Premier-League,Watford,Brighton,1685.41601562,1616.5748291
2019-08-10,https://fbref.com/en/matches/34b99058/Burnley-Southampton-August-10-2019-Premier-League,Burnley,Southampton,1681.86682129,1674.01245117
2019-08-10,https://fbref.com/en/matches/d402cacd/Bournemouth-Sheffield-United-August-10-2019-Premier-League,Bournemouth,Sheffield Utd,1690.87634277,1620.02819824
2019-08-10,https://fbref.com/en/matches/a802f51e/Crystal-Palace-Everton-August-10-2019-Premier-League,Crystal Palace,Everton,1742.71289062,1769.70397949
2019-08-10,https://fbref.com/en/matches/404ee5d3/Tottenham-Hotspur-Aston-Villa-August-10-2019-Premier-League,Tottenham,Aston Villa,1891.05224609,1612.6463623
2019-08-11,https://fbref.com/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League,Newcastle Utd,Arsenal,1715.76586914,1866.7010498
2019-08-11,https://fbref.com/en/matches/bf4afd61/Leicester-City-Wolverhampton-Wanderers-August-11-2019-Premier-League,Leicester City,Wolves,1738.73754883,1719.83740234
2019-08-11,https://fbref.com/en/matches/d0583d0d/Manchester-United-Chelsea-August-11-2019-Premier-League,Manchester Utd,Chelsea,1838.3248291,1883.40124512
2019-08-17,https://fbref.com/en/matches/ff7eda21/Arsenal-Burnley-August-17-2019-Premier-League,Arsenal,Burnley,1872.63098145,1692.90112305
2019-08-17,https://fbref.com/en/matches/b2a48847/Southampton-Liverpool-August-17-2019-Premier-League,Southampton,Liverpool,1663.34802246,2045.09375
2019-08-17,https://fbref.com/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League,Norwich City,Newcastle Utd,1630.17626953,1710.20593262
2019-08-17,https://fbref.com/en/matches/894d0ca5/Brighton-and-Hove-Albion-West-Ham-United-August-17-2019-Premier-League,Brighton,West Ham,1636.69189453,1723.90844727
2019-08-17,https://fbref.com/en/matches/f35c8c3a/Everton-Watford-August-17-2019-Premier-League,Everton,Watford,1770.94702148,1665.66894531
2019-08-17,https://fbref.com/en/matches/7ad0ed82/Aston-Villa-Bournemouth-August-17-2019-Premier-League,Aston Villa,Bournemouth,1610.51696777,1687.47705078
2019-08-17,https://fbref.com/en/matches/a4ba771e/Manchester-City-Tottenham-Hotspur-August-17-2019-Premier-League,Manchester City,Tottenham,2043.65966797,1893.55163574
2019-08-18,https://fbref.com/en/matches/7ca12d31/Sheffield-United-Crystal-Palace-August-18-2019-Premier-League,Sheffield Utd,Crystal Palace,1623.90783691,1741.95019531
2019-08-18,https://fbref.com/en/matches/aebf58b9/Chelsea-Leicester-City-August-18-2019-Premier-League,Chelsea,Leicester City,1868.42321777,1736.60021973
2019-08-19,https://fbref.com/en/matches/d8a7f871/Wolverhampton-Wanderers-Manchester-United-August-19-2019-Premier-League,Wolves,Manchester Utd,1723.37524414,1853.67285156
2019-08-23,https://fbref.com/en/matches/3e805eff/Aston-Villa-Everton-August-23-2019-Premier-League,Aston Villa,Everton,1603.19189453,1775.12805176
2019-08-24,https://fbref.com/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League,Norwich City,Chelsea,1642.14294434,1863.38769531
2019-08-24,https://fbref.com/en/matches/baece203/Brighton-and-Hove-Albion-Southampton-August-24-2019-Premier-League,Brighton,Southampton,1637.47241211,1661.6463623
2019-08-24,https://fbref.com/en/matches/7c1c4078/Manchester-United-Crystal-Palace-August-24-2019-Premier-League,Manchester Utd,Crystal Palace,1851.99353027,1732.49145508
2019-08-24,https://fbref.com/en/matches/89fbf2a3/Watford-West-Ham-United-August-24-2019-Premier-League,Watford,West Ham,1661.70861816,1723.23840332
2019-08-24,https://fbref.com/en/matches/48fcf75b/Sheffield-United-Leicester-City-August-24-2019-Premier-League,Sheffield Utd,Leicester City,1636.44213867,1741.85644531
2019-08-24,https://fbref.com/en/matches/102b241e/Liverpool-Arsenal-August-24-2019-Premier-League,Liverpool,Arsenal,2047.01623535,1875.5
2019-08-25,https://fbref.com/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,Bournemouth,Manchester City,1694.91247559,2038.2890625
2019-08-25,https://fbref.com/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,Tottenham,Newcastle Utd,1899.14294434,1698.34973145
2019-08-25,https://fbref.com/en/matches/16119ef2/Wolverhampton-Wanderers-Burnley-August-25-2019-Premier-League,Wolves,Burnley,1737.35388184,1690.25280762
2019-08-31,https://fbref.com/en/matches/bfd4d929/Southampton-Manchester-United-August-31-2019-Premier-League,Southampton,Manchester Utd,1677.7253418,1842.23510742
2019-08-31,https://fbref.com/en/matches/495db223/Chelsea-Sheffield-United-August-31-2019-Premier-League,Chelsea,Sheffield Utd,1870.56689453,1629.36547852
2019-08-31,https://fbref.com/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League,Crystal Palace,Aston Villa,1748.17993164,1621.22802734
2019-08-31,https://fbref.com/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League,West Ham,Norwich City,1738.93054199,1640.89379883
2019-08-31,https://fbref.com/en/matches/3d899563/Leicester-City-Bournemouth-August-31-2019-Premier-League,Leicester City,Bournemouth,1751.89807129,1696.05151367
2019-08-31,https://fbref.com/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League,Newcastle Utd,Watford,1715.55944824,1653.14794922
2019-08-31,https://fbref.com/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League,Manchester City,Brighton,2044.28149414,1627.32348633
2019-08-31,https://fbref.com/en/matches/af072d61/Burnley-Liverpool-August-31-2019-Premier-League,Burnley,Liverpool,1697.39074707,2053.87109375
2019-09-01,https://fbref.com/en/matches/70303b7b/Everton-Wolverhampton-Wanderers-September-1-2019-Premier-League,Everton,Wolves,1764.2232666,1739.31738281
2019-09-01,https://fbref.com/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League,Arsenal,Tottenham,1874.57519531,1887.86328125
2019-09-14,https://fbref.com/en/matches/cde24fee/Liverpool-Newcastle-United-September-14-2019-Premier-League,Liverpool,Newcastle Utd,2055.07250977,1713.34289551
2019-09-14,https://fbref.com/en/matches/6d0266a1/Manchester-United-Leicester-City-September-14-2019-Premier-League,Manchester Utd,Leicester City,1843.43652344,1760.26123047
2019-09-14,https://fbref.com/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League,Sheffield Utd,Southampton,1637.58410645,1681.81262207
2019-09-14,https://fbref.com/en/matches/1d812c17/Tottenham-Hotspur-Crystal-Palace-September-14-2019-Premier-League,Tottenham,Crystal Palace,1889.0645752,1749.38122559
2019-09-14,https://fbref.com/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League,Wolves,Chelsea,1739.31738281,1871.76818848
2019-09-14,https://fbref.com/en/matches/1d3bbc27/Brighton-and-Hove-Albion-Burnley-September-14-2019-Premier-League,Brighton,Burnley,1627.0456543,1693.81506348
2019-09-14,https://fbref.com/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,Norwich City,Manchester City,1636.2166748,2045.48278809
2019-09-15,https://fbref.com/en/matches/886c59ae/Bournemouth-Everton-September-15-2019-Premier-League,Bournemouth,Everton,1688.88964844,1770.1619873
2019-09-15,https://fbref.com/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League,Watford,Arsenal,1657.76696777,1875.77648926
2019-09-16,https://fbref.com/en/matches/b26df467/Aston-Villa-West-Ham-United-September-16-2019-Premier-League,Aston Villa,West Ham,1618.70812988,1744.80895996
