week,day,date,time,home,home_xg,score,away_xg,away,attendance,venue,referee,match_report,home_link,away_link,match_link,report_link
27,Sat,2018-02-10,15:00 (23:00),Stoke City,1.6,1–1,1.0,Brighton,"29,876",Bet365 Stadium,Robert Madley,Match Report,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/matches/f37354cd/Stoke-City-Brighton-and-Hove-Albion-February-10-2018-Premier-League,https://fbref.com/en/matches/f37354cd/Stoke-City-Brighton-and-Hove-Albion-February-10-2018-Premier-League
27,Sat,2018-02-10,17:30 (01:30),Manchester City,2.5,5–1,0.2,Leicester City,"54,416",Etihad Stadium,Mike Jones,Match Report,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/matches/f9585810/Manchester-City-Leicester-City-February-10-2018-Premier-League,https://fbref.com/en/matches/f9585810/Manchester-City-Leicester-City-February-10-2018-Premier-League
27,Sun,2018-02-11,12:00 (20:00),Huddersfield,1.9,4–1,0.7,Bournemouth,"23,823",The John Smith's Stadium,Michael Oliver,Match Report,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/matches/5406ef33/Huddersfield-Town-Bournemouth-February-11-2018-Premier-League,https://fbref.com/en/matches/5406ef33/Huddersfield-Town-Bournemouth-February-11-2018-Premier-League
27,Sun,2018-02-11,14:15 (22:15),Newcastle Utd,0.9,1–0,2.3,Manchester Utd,"52,309",St. James' Park,Craig Pawson,Match Report,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/matches/a58f05b9/Newcastle-United-Manchester-United-February-11-2018-Premier-League,https://fbref.com/en/matches/a58f05b9/Newcastle-United-Manchester-United-February-11-2018-Premier-League
27,Sun,2018-02-11,16:30 (00:30),Southampton,0.5,0–2,2.6,Liverpool,"31,915",St. Mary's Stadium,Martin Atkinson,Match Report,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/matches/016d56ed/Southampton-Liverpool-February-11-2018-Premier-League,https://fbref.com/en/matches/016d56ed/Southampton-Liverpool-February-11-2018-Premier-League
27,Mon,2018-02-12,20:00 (04:00),Chelsea,2.3,3–0,0.7,West Brom,"41,071",Stamford Bridge,Lee Mason,Match Report,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/47b76f62/Chelsea-West-Bromwich-Albion-February-12-2018-Premier-League,https://fbref.com/en/matches/47b76f62/Chelsea-West-Bromwich-Albion-February-12-2018-Premier-League
28,Sat,2018-02-24,12:30 (20:30),Leicester City,1.0,1–1,0.2,Stoke City,"31,769",King Power Stadium,Michael Oliver,Match Report,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/matches/27ff97c5/Leicester-City-Stoke-City-February-24-2018-Premier-League,https://fbref.com/en/matches/27ff97c5/Leicester-City-Stoke-City-February-24-2018-Premier-League
28,Sat,2018-02-24,15:00 (23:00),West Brom,1.2,1–2,1.1,Huddersfield,"25,920",The Hawthorns,Jonathan Moss,Match Report,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/matches/6d26af49/West-Bromwich-Albion-Huddersfield-Town-February-24-2018-Premier-League,https://fbref.com/en/matches/6d26af49/West-Bromwich-Albion-Huddersfield-Town-February-24-2018-Premier-League
28,Sat,2018-02-24,15:00 (23:00),Liverpool,4.0,4–1,0.3,West Ham,"53,256",Anfield,Stuart Attwell,Match Report,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/matches/c7b11325/Liverpool-West-Ham-United-February-24-2018-Premier-League,https://fbref.com/en/matches/c7b11325/Liverpool-West-Ham-United-February-24-2018-Premier-League
28,Sat,2018-02-24,15:00 (23:00),Brighton,3.2,4–1,0.5,Swansea City,"30,523",The American Express Community Stadium,Mike Dean,Match Report,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/matches/ecb61418/Brighton-and-Hove-Albion-Swansea-City-February-24-2018-Premier-League,https://fbref.com/en/matches/ecb61418/Brighton-and-Hove-Albion-Swansea-City-February-24-2018-Premier-League
28,Sat,2018-02-24,15:00 (23:00),Burnley,1.3,1–1,0.7,Southampton,"20,982",Turf Moor,Robert Madley,Match Report,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/matches/e694462e/Burnley-Southampton-February-24-2018-Premier-League,https://fbref.com/en/matches/e694462e/Burnley-Southampton-February-24-2018-Premier-League
28,Sat,2018-02-24,15:00 (23:00),Bournemouth,1.6,2–2,2.9,Newcastle Utd,"10,808",Vitality Stadium,Roger East,Match Report,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/matches/c3df70b9/Bournemouth-Newcastle-United-February-24-2018-Premier-League,https://fbref.com/en/matches/c3df70b9/Bournemouth-Newcastle-United-February-24-2018-Premier-League
28,Sat,2018-02-24,17:30 (01:30),Watford,0.6,1–0,0.9,Everton,"20,430",Vicarage Road Stadium,Anthony Taylor,Match Report,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/matches/9b5c3c10/Watford-Everton-February-24-2018-Premier-League,https://fbref.com/en/matches/9b5c3c10/Watford-Everton-February-24-2018-Premier-League
28,Sun,2018-02-25,12:00 (20:00),Crystal Palace,0.3,0–1,1.4,Tottenham,"25,287",Selhurst Park,Kevin Friend,Match Report,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/61447e13/Crystal-Palace-Tottenham-Hotspur-February-25-2018-Premier-League,https://fbref.com/en/matches/61447e13/Crystal-Palace-Tottenham-Hotspur-February-25-2018-Premier-League
28,Sun,2018-02-25,14:05 (22:05),Manchester Utd,1.4,2–1,1.3,Chelsea,"75,060",Old Trafford,Martin Atkinson,Match Report,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/matches/98517bf6/Manchester-United-Chelsea-February-25-2018-Premier-League,https://fbref.com/en/matches/98517bf6/Manchester-United-Chelsea-February-25-2018-Premier-League
28,Thu,2018-03-01,19:45 (03:45),Arsenal,1.3,0–3,1.5,Manchester City,"58,420",Emirates Stadium,Andre Marriner,Match Report,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/matches/7a4e4ce6/Arsenal-Manchester-City-March-1-2018-Premier-League,https://fbref.com/en/matches/7a4e4ce6/Arsenal-Manchester-City-March-1-2018-Premier-League
29,Sat,2018-03-03,12:30 (20:30),Burnley,2.0,2–1,1.2,Everton,"20,802",Turf Moor,Chris Kavanagh,Match Report,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/matches/347dfee2/Burnley-Everton-March-3-2018-Premier-League,https://fbref.com/en/matches/347dfee2/Burnley-Everton-March-3-2018-Premier-League
29,Sat,2018-03-03,15:00 (23:00),Tottenham,1.8,2–0,0.1,Huddersfield,"68,311",Wembley Stadium,Kevin Friend,Match Report,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/matches/df00152d/Tottenham-Hotspur-Huddersfield-Town-March-3-2018-Premier-League,https://fbref.com/en/matches/df00152d/Tottenham-Hotspur-Huddersfield-Town-March-3-2018-Premier-League
29,Sat,2018-03-03,15:00 (23:00),Watford,1.4,1–0,0.7,West Brom,"20,022",Vicarage Road Stadium,Paul Tierney,Match Report,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/02b0f00c/Watford-West-Bromwich-Albion-March-3-2018-Premier-League,https://fbref.com/en/matches/02b0f00c/Watford-West-Bromwich-Albion-March-3-2018-Premier-League
29,Sat,2018-03-03,15:00 (23:00),Swansea City,2.0,4–1,0.7,West Ham,"20,829",Liberty Stadium,Martin Atkinson,Match Report,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/matches/4d3b05af/Swansea-City-West-Ham-United-March-3-2018-Premier-League,https://fbref.com/en/matches/4d3b05af/Swansea-City-West-Ham-United-March-3-2018-Premier-League
29,Sat,2018-03-03,15:00 (23:00),Leicester City,2.4,1–1,1.5,Bournemouth,"31,384",King Power Stadium,Lee Probert,Match Report,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/matches/586cc946/Leicester-City-Bournemouth-March-3-2018-Premier-League,https://fbref.com/en/matches/586cc946/Leicester-City-Bournemouth-March-3-2018-Premier-League
29,Sat,2018-03-03,15:00 (23:00),Southampton,1.0,0–0,0.7,Stoke City,"30,335",St. Mary's Stadium,Anthony Taylor,Match Report,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/matches/a9bd2423/Southampton-Stoke-City-March-3-2018-Premier-League,https://fbref.com/en/matches/a9bd2423/Southampton-Stoke-City-March-3-2018-Premier-League
29,Sat,2018-03-03,17:30 (01:30),Liverpool,1.3,2–0,0.3,Newcastle Utd,"53,287",Anfield,Graham Scott,Match Report,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/matches/0280920f/Liverpool-Newcastle-United-March-3-2018-Premier-League,https://fbref.com/en/matches/0280920f/Liverpool-Newcastle-United-March-3-2018-Premier-League
29,Sun,2018-03-04,13:30 (21:30),Brighton,0.9,2–1,1.3,Arsenal,"30,620",The American Express Community Stadium,Stuart Attwell,Match Report,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/matches/42457283/Brighton-and-Hove-Albion-Arsenal-March-4-2018-Premier-League,https://fbref.com/en/matches/42457283/Brighton-and-Hove-Albion-Arsenal-March-4-2018-Premier-League
29,Sun,2018-03-04,16:00 (00:00),Manchester City,0.7,1–0,0.2,Chelsea,"54,328",Etihad Stadium,Michael Oliver,Match Report,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/matches/dc8c6aaf/Manchester-City-Chelsea-March-4-2018-Premier-League,https://fbref.com/en/matches/dc8c6aaf/Manchester-City-Chelsea-March-4-2018-Premier-League
29,Mon,2018-03-05,20:00 (04:00),Crystal Palace,0.8,2–3,1.8,Manchester Utd,"25,840",Selhurst Park,Niel Swarbrick,Match Report,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/matches/9abb5749/Crystal-Palace-Manchester-United-March-5-2018-Premier-League,https://fbref.com/en/matches/9abb5749/Crystal-Palace-Manchester-United-March-5-2018-Premier-League
30,Sat,2018-03-10,12:30 (20:30),Manchester Utd,0.7,2–1,0.8,Liverpool,"74,855",Old Trafford,Craig Pawson,Match Report,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/matches/00e55ca8/North-West-Derby-Manchester-United-Liverpool-March-10-2018-Premier-League,https://fbref.com/en/matches/00e55ca8/North-West-Derby-Manchester-United-Liverpool-March-10-2018-Premier-League
30,Sat,2018-03-10,15:00 (23:00),Everton,1.6,2–0,0.4,Brighton,"39,199",Goodison Park,Roger East,Match Report,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/matches/9f941a1f/Everton-Brighton-and-Hove-Albion-March-10-2018-Premier-League,https://fbref.com/en/matches/9f941a1f/Everton-Brighton-and-Hove-Albion-March-10-2018-Premier-League
30,Sat,2018-03-10,15:00 (23:00),Newcastle Utd,1.5,3–0,0.4,Southampton,"52,246",St. James' Park,Andre Marriner,Match Report,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/matches/4fd6c2ee/Newcastle-United-Southampton-March-10-2018-Premier-League,https://fbref.com/en/matches/4fd6c2ee/Newcastle-United-Southampton-March-10-2018-Premier-League
30,Sat,2018-03-10,15:00 (23:00),West Brom,0.6,1–4,1.7,Leicester City,"23,558",The Hawthorns,Robert Madley,Match Report,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/matches/629b83d0/West-Bromwich-Albion-Leicester-City-March-10-2018-Premier-League,https://fbref.com/en/matches/629b83d0/West-Bromwich-Albion-Leicester-City-March-10-2018-Premier-League
30,Sat,2018-03-10,15:00 (23:00),West Ham,0.8,0–3,1.7,Burnley,"56,904",London Stadium,Lee Mason,Match Report,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/matches/1cd9b494/West-Ham-United-Burnley-March-10-2018-Premier-League,https://fbref.com/en/matches/1cd9b494/West-Ham-United-Burnley-March-10-2018-Premier-League
30,Sat,2018-03-10,15:00 (23:00),Huddersfield,1.6,0–0,0.0,Swansea City,"23,567",The John Smith's Stadium,Michael Oliver,Match Report,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/matches/f35f4268/Huddersfield-Town-Swansea-City-March-10-2018-Premier-League,https://fbref.com/en/matches/f35f4268/Huddersfield-Town-Swansea-City-March-10-2018-Premier-League
30,Sat,2018-03-10,17:30 (01:30),Chelsea,3.4,2–1,1.1,Crystal Palace,"40,800",Stamford Bridge,Anthony Taylor,Match Report,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/matches/15c3f004/Chelsea-Crystal-Palace-March-10-2018-Premier-League,https://fbref.com/en/matches/15c3f004/Chelsea-Crystal-Palace-March-10-2018-Premier-League
30,Sun,2018-03-11,13:30 (21:30),Arsenal,2.8,3–0,1.5,Watford,"59,131",Emirates Stadium,Martin Atkinson,Match Report,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/matches/9eba55b6/Arsenal-Watford-March-11-2018-Premier-League,https://fbref.com/en/matches/9eba55b6/Arsenal-Watford-March-11-2018-Premier-League
30,Sun,2018-03-11,16:00 (00:00),Bournemouth,0.8,1–4,2.1,Tottenham,"10,623",Vitality Stadium,Mike Dean,Match Report,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/80a47654/Bournemouth-Tottenham-Hotspur-March-11-2018-Premier-League,https://fbref.com/en/matches/80a47654/Bournemouth-Tottenham-Hotspur-March-11-2018-Premier-League
30,Mon,2018-03-12,20:00 (04:00),Stoke City,0.3,0–2,1.7,Manchester City,"29,138",Bet365 Stadium,Jonathan Moss,Match Report,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/matches/09d80d49/Stoke-City-Manchester-City-March-12-2018-Premier-League,https://fbref.com/en/matches/09d80d49/Stoke-City-Manchester-City-March-12-2018-Premier-League
31,Sat,2018-03-17,15:00 (23:00),Stoke City,0.8,1–2,2.4,Everton,"30,022",Bet365 Stadium,Martin Atkinson,Match Report,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/matches/01f6b961/Stoke-City-Everton-March-17-2018-Premier-League,https://fbref.com/en/matches/01f6b961/Stoke-City-Everton-March-17-2018-Premier-League
31,Sat,2018-03-17,15:00 (23:00),Huddersfield,0.3,0–2,3.0,Crystal Palace,"23,918",The John Smith's Stadium,Mike Dean,Match Report,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/matches/3b6ded14/Huddersfield-Town-Crystal-Palace-March-17-2018-Premier-League,https://fbref.com/en/matches/3b6ded14/Huddersfield-Town-Crystal-Palace-March-17-2018-Premier-League
31,Sat,2018-03-17,15:00 (23:00),Bournemouth,0.5,2–1,1.2,West Brom,"10,242",Vitality Stadium,Graham Scott,Match Report,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/134dc51c/Bournemouth-West-Bromwich-Albion-March-17-2018-Premier-League,https://fbref.com/en/matches/134dc51c/Bournemouth-West-Bromwich-Albion-March-17-2018-Premier-League
31,Sat,2018-03-17,17:30 (01:30),Liverpool,2.5,5–0,0.2,Watford,"53,287",Anfield,Anthony Taylor,Match Report,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/matches/99d79931/Liverpool-Watford-March-17-2018-Premier-League,https://fbref.com/en/matches/99d79931/Liverpool-Watford-March-17-2018-Premier-League
32,Sat,2018-03-31,12:30 (19:30),Crystal Palace,1.7,1–2,1.5,Liverpool,"25,807",Selhurst Park,Niel Swarbrick,Match Report,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/matches/98213b8d/Crystal-Palace-Liverpool-March-31-2018-Premier-League,https://fbref.com/en/matches/98213b8d/Crystal-Palace-Liverpool-March-31-2018-Premier-League
32,Sat,2018-03-31,15:00 (22:00),Newcastle Utd,2.5,1–0,0.2,Huddersfield,"52,261",St. James' Park,Martin Atkinson,Match Report,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/matches/f7c1128f/Newcastle-United-Huddersfield-Town-March-31-2018-Premier-League,https://fbref.com/en/matches/f7c1128f/Newcastle-United-Huddersfield-Town-March-31-2018-Premier-League
32,Sat,2018-03-31,15:00 (22:00),West Brom,0.7,1–2,1.3,Burnley,"23,455",The Hawthorns,Lee Probert,Match Report,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/matches/68df68a4/West-Bromwich-Albion-Burnley-March-31-2018-Premier-League,https://fbref.com/en/matches/68df68a4/West-Bromwich-Albion-Burnley-March-31-2018-Premier-League
32,Sat,2018-03-31,15:00 (22:00),West Ham,1.7,3–0,0.7,Southampton,"56,882",London Stadium,Jonathan Moss,Match Report,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/matches/781945f9/West-Ham-United-Southampton-March-31-2018-Premier-League,https://fbref.com/en/matches/781945f9/West-Ham-United-Southampton-March-31-2018-Premier-League
32,Sat,2018-03-31,15:00 (22:00),Brighton,1.7,0–2,1.1,Leicester City,"30,629",The American Express Community Stadium,Chris Kavanagh,Match Report,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/matches/683b188f/Brighton-and-Hove-Albion-Leicester-City-March-31-2018-Premier-League,https://fbref.com/en/matches/683b188f/Brighton-and-Hove-Albion-Leicester-City-March-31-2018-Premier-League
32,Sat,2018-03-31,15:00 (22:00),Manchester Utd,2.3,2–0,0.2,Swansea City,"75,038",Old Trafford,Robert Madley,Match Report,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/matches/41e0dc54/Manchester-United-Swansea-City-March-31-2018-Premier-League,https://fbref.com/en/matches/41e0dc54/Manchester-United-Swansea-City-March-31-2018-Premier-League
32,Sat,2018-03-31,15:00 (22:00),Watford,1.1,2–2,2.2,Bournemouth,"20,393",Vicarage Road Stadium,Andy Madley,Match Report,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/matches/fe2d2f2c/Watford-Bournemouth-March-31-2018-Premier-League,https://fbref.com/en/matches/fe2d2f2c/Watford-Bournemouth-March-31-2018-Premier-League
32,Sat,2018-03-31,17:30 (00:30),Everton,0.4,1–3,1.7,Manchester City,"39,221",Goodison Park,Paul Tierney,Match Report,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/matches/ca51e3ba/Everton-Manchester-City-March-31-2018-Premier-League,https://fbref.com/en/matches/ca51e3ba/Everton-Manchester-City-March-31-2018-Premier-League
32,Sun,2018-04-01,13:30 (20:30),Arsenal,4.0,3–0,0.4,Stoke City,"59,371",Emirates Stadium,Craig Pawson,Match Report,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/matches/9c1a218b/Arsenal-Stoke-City-April-1-2018-Premier-League,https://fbref.com/en/matches/9c1a218b/Arsenal-Stoke-City-April-1-2018-Premier-League
32,Sun,2018-04-01,16:00 (23:00),Chelsea,1.2,1–3,1.1,Tottenham,"41,364",Stamford Bridge,Andre Marriner,Match Report,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/fbe31f74/Chelsea-Tottenham-Hotspur-April-1-2018-Premier-League,https://fbref.com/en/matches/fbe31f74/Chelsea-Tottenham-Hotspur-April-1-2018-Premier-League
33,Sat,2018-04-07,12:30 (19:30),Everton,0.5,0–0,0.9,Liverpool,"39,220",Goodison Park,Michael Oliver,Match Report,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/matches/675b2cb4/Merseyside-Derby-Everton-Liverpool-April-7-2018-Premier-League,https://fbref.com/en/matches/675b2cb4/Merseyside-Derby-Everton-Liverpool-April-7-2018-Premier-League
33,Sat,2018-04-07,15:00 (22:00),Leicester City,1.2,1–2,0.6,Newcastle Utd,"32,066",King Power Stadium,Stuart Attwell,Match Report,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/matches/4acfb58c/Leicester-City-Newcastle-United-April-7-2018-Premier-League,https://fbref.com/en/matches/4acfb58c/Leicester-City-Newcastle-United-April-7-2018-Premier-League
33,Sat,2018-04-07,15:00 (22:00),Brighton,1.4,1–1,1.8,Huddersfield,"30,501",The American Express Community Stadium,Anthony Taylor,Match Report,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/matches/a5f340e0/Brighton-and-Hove-Albion-Huddersfield-Town-April-7-2018-Premier-League,https://fbref.com/en/matches/a5f340e0/Brighton-and-Hove-Albion-Huddersfield-Town-April-7-2018-Premier-League
33,Sat,2018-04-07,15:00 (22:00),Watford,1.1,1–2,1.4,Burnley,"20,044",Vicarage Road Stadium,Paul Tierney,Match Report,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/matches/8410e555/Watford-Burnley-April-7-2018-Premier-League,https://fbref.com/en/matches/8410e555/Watford-Burnley-April-7-2018-Premier-League
33,Sat,2018-04-07,15:00 (22:00),Bournemouth,2.3,2–2,1.4,Crystal Palace,"10,730",Vitality Stadium,Jonathan Moss,Match Report,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/matches/b2a3c401/Bournemouth-Crystal-Palace-April-7-2018-Premier-League,https://fbref.com/en/matches/b2a3c401/Bournemouth-Crystal-Palace-April-7-2018-Premier-League
33,Sat,2018-04-07,15:00 (22:00),Stoke City,1.4,1–2,1.4,Tottenham,"29,515",Bet365 Stadium,Graham Scott,Match Report,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/1da6c7b5/Stoke-City-Tottenham-Hotspur-April-7-2018-Premier-League,https://fbref.com/en/matches/1da6c7b5/Stoke-City-Tottenham-Hotspur-April-7-2018-Premier-League
33,Sat,2018-04-07,15:00 (22:00),West Brom,1.1,1–1,0.6,Swansea City,"23,297",The Hawthorns,Roger East,Match Report,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/matches/bfe5ba12/West-Bromwich-Albion-Swansea-City-April-7-2018-Premier-League,https://fbref.com/en/matches/bfe5ba12/West-Bromwich-Albion-Swansea-City-April-7-2018-Premier-League
