week,day,date,time,home,home_xg,score,away_xg,away,attendance,venue,referee,match_report,home_link,away_link,match_link,report_link
21,Sun,2017-12-31,12:00 (20:00),Crystal Palace,1.4,0–0,1.0,Manchester City,"25,804",Selhurst Park,Jonathan Moss,Match Report,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/matches/b4453679/Crystal-Palace-Manchester-City-December-31-2017-Premier-League,https://fbref.com/en/matches/b4453679/Crystal-Palace-Manchester-City-December-31-2017-Premier-League
21,Sun,2017-12-31,16:30 (00:30),West Brom,1.6,1–1,1.4,Arsenal,"26,223",The Hawthorns,Mike Dean,Match Report,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/matches/1d0f3208/West-Bromwich-Albion-Arsenal-December-31-2017-Premier-League,https://fbref.com/en/matches/1d0f3208/West-Bromwich-Albion-Arsenal-December-31-2017-Premier-League
22,Mon,2018-01-01,12:30 (20:30),Brighton,2.2,2–2,1.6,Bournemouth,"30,152",The American Express Community Stadium,Michael Oliver,Match Report,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/matches/42fceb48/Brighton-and-Hove-Albion-Bournemouth-January-1-2018-Premier-League,https://fbref.com/en/matches/42fceb48/Brighton-and-Hove-Albion-Bournemouth-January-1-2018-Premier-League
22,Mon,2018-01-01,15:00 (23:00),Stoke City,1.0,0–1,2.1,Newcastle Utd,"28,471",Bet365 Stadium,Chris Kavanagh,Match Report,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/matches/dcd9c8a8/Stoke-City-Newcastle-United-January-1-2018-Premier-League,https://fbref.com/en/matches/dcd9c8a8/Stoke-City-Newcastle-United-January-1-2018-Premier-League
22,Mon,2018-01-01,15:00 (23:00),Leicester City,1.5,3–0,0.4,Huddersfield,"31,748",King Power Stadium,Graham Scott,Match Report,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/matches/55099119/Leicester-City-Huddersfield-Town-January-1-2018-Premier-League,https://fbref.com/en/matches/55099119/Leicester-City-Huddersfield-Town-January-1-2018-Premier-League
22,Mon,2018-01-01,15:00 (23:00),Burnley,1.3,1–2,1.6,Liverpool,"21,756",Turf Moor,Roger East,Match Report,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/matches/5bc68150/Burnley-Liverpool-January-1-2018-Premier-League,https://fbref.com/en/matches/5bc68150/Burnley-Liverpool-January-1-2018-Premier-League
22,Mon,2018-01-01,17:30 (01:30),Everton,1.5,0–2,1.3,Manchester Utd,"39,188",Goodison Park,Andre Marriner,Match Report,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/matches/19e56788/Everton-Manchester-United-January-1-2018-Premier-League,https://fbref.com/en/matches/19e56788/Everton-Manchester-United-January-1-2018-Premier-League
22,Tue,2018-01-02,19:45 (03:45),West Ham,1.0,2–1,0.7,West Brom,"56,888",London Stadium,Mike Jones,Match Report,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/2d1547f5/West-Ham-United-West-Bromwich-Albion-January-2-2018-Premier-League,https://fbref.com/en/matches/2d1547f5/West-Ham-United-West-Bromwich-Albion-January-2-2018-Premier-League
22,Tue,2018-01-02,19:45 (03:45),Southampton,0.8,1–2,1.2,Crystal Palace,"28,411",St. Mary's Stadium,Stuart Attwell,Match Report,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/matches/5ab84ac7/Southampton-Crystal-Palace-January-2-2018-Premier-League,https://fbref.com/en/matches/5ab84ac7/Southampton-Crystal-Palace-January-2-2018-Premier-League
22,Tue,2018-01-02,19:45 (03:45),Swansea City,0.4,0–2,1.4,Tottenham,"20,615",Liberty Stadium,Robert Madley,Match Report,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/3a995480/Swansea-City-Tottenham-Hotspur-January-2-2018-Premier-League,https://fbref.com/en/matches/3a995480/Swansea-City-Tottenham-Hotspur-January-2-2018-Premier-League
22,Tue,2018-01-02,20:00 (04:00),Manchester City,3.0,3–1,1.4,Watford,"53,556",Etihad Stadium,Lee Mason,Match Report,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/matches/1def0427/Manchester-City-Watford-January-2-2018-Premier-League,https://fbref.com/en/matches/1def0427/Manchester-City-Watford-January-2-2018-Premier-League
22,Wed,2018-01-03,19:45 (03:45),Arsenal,1.6,2–2,3.2,Chelsea,"59,379",Emirates Stadium,Anthony Taylor,Match Report,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/matches/cea73804/North-West-London-Derby-Arsenal-Chelsea-January-3-2018-Premier-League,https://fbref.com/en/matches/cea73804/North-West-London-Derby-Arsenal-Chelsea-January-3-2018-Premier-League
21,Thu,2018-01-04,20:00 (04:00),Tottenham,2.1,1–1,0.3,West Ham,"50,034",Wembley Stadium,Mike Dean,Match Report,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/matches/017448ed/Tottenham-Hotspur-West-Ham-United-January-4-2018-Premier-League,https://fbref.com/en/matches/017448ed/Tottenham-Hotspur-West-Ham-United-January-4-2018-Premier-League
23,Sat,2018-01-13,15:00 (23:00),Huddersfield,0.4,1–4,1.7,West Ham,"24,105",The John Smith's Stadium,Jonathan Moss,Match Report,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/matches/7e7a4e35/Huddersfield-Town-West-Ham-United-January-13-2018-Premier-League,https://fbref.com/en/matches/7e7a4e35/Huddersfield-Town-West-Ham-United-January-13-2018-Premier-League
23,Sat,2018-01-13,15:00 (23:00),Watford,2.3,2–2,1.1,Southampton,"20,018",Vicarage Road Stadium,Roger East,Match Report,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/matches/eb2cc880/Watford-Southampton-January-13-2018-Premier-League,https://fbref.com/en/matches/eb2cc880/Watford-Southampton-January-13-2018-Premier-League
23,Sat,2018-01-13,15:00 (23:00),Chelsea,0.6,0–0,1.1,Leicester City,"41,552",Stamford Bridge,Mike Jones,Match Report,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/matches/57dd6ca8/Chelsea-Leicester-City-January-13-2018-Premier-League,https://fbref.com/en/matches/57dd6ca8/Chelsea-Leicester-City-January-13-2018-Premier-League
23,Sat,2018-01-13,15:00 (23:00),Crystal Palace,1.1,1–0,0.6,Burnley,"24,696",Selhurst Park,Michael Oliver,Match Report,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/matches/45e647f7/Crystal-Palace-Burnley-January-13-2018-Premier-League,https://fbref.com/en/matches/45e647f7/Crystal-Palace-Burnley-January-13-2018-Premier-League
23,Sat,2018-01-13,15:00 (23:00),West Brom,1.1,2–0,0.6,Brighton,"25,240",The Hawthorns,Martin Atkinson,Match Report,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/matches/e1119830/West-Bromwich-Albion-Brighton-and-Hove-Albion-January-13-2018-Premier-League,https://fbref.com/en/matches/e1119830/West-Bromwich-Albion-Brighton-and-Hove-Albion-January-13-2018-Premier-League
23,Sat,2018-01-13,15:00 (23:00),Newcastle Utd,1.1,1–1,1.4,Swansea City,"51,444",St. James' Park,Graham Scott,Match Report,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/matches/2f39646c/Newcastle-United-Swansea-City-January-13-2018-Premier-League,https://fbref.com/en/matches/2f39646c/Newcastle-United-Swansea-City-January-13-2018-Premier-League
23,Sat,2018-01-13,17:30 (01:30),Tottenham,3.5,4–0,0.3,Everton,"76,251",Wembley Stadium,Craig Pawson,Match Report,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/matches/22374439/Tottenham-Hotspur-Everton-January-13-2018-Premier-League,https://fbref.com/en/matches/22374439/Tottenham-Hotspur-Everton-January-13-2018-Premier-League
23,Sun,2018-01-14,13:30 (21:30),Bournemouth,1.1,2–1,1.3,Arsenal,"10,836",Vitality Stadium,Kevin Friend,Match Report,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/matches/085a3a26/Bournemouth-Arsenal-January-14-2018-Premier-League,https://fbref.com/en/matches/085a3a26/Bournemouth-Arsenal-January-14-2018-Premier-League
23,Sun,2018-01-14,16:00 (00:00),Liverpool,1.0,4–3,1.0,Manchester City,"53,285",Anfield,Andre Marriner,Match Report,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/matches/481fc676/Liverpool-Manchester-City-January-14-2018-Premier-League,https://fbref.com/en/matches/481fc676/Liverpool-Manchester-City-January-14-2018-Premier-League
23,Mon,2018-01-15,20:00 (04:00),Manchester Utd,2.3,3–0,1.3,Stoke City,"74,726",Old Trafford,Anthony Taylor,Match Report,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/matches/baf79461/Manchester-United-Stoke-City-January-15-2018-Premier-League,https://fbref.com/en/matches/baf79461/Manchester-United-Stoke-City-January-15-2018-Premier-League
24,Sat,2018-01-20,12:30 (20:30),Brighton,1.5,0–4,1.5,Chelsea,"30,600",The American Express Community Stadium,Jonathan Moss,Match Report,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/matches/9c2b1d89/Brighton-and-Hove-Albion-Chelsea-January-20-2018-Premier-League,https://fbref.com/en/matches/9c2b1d89/Brighton-and-Hove-Albion-Chelsea-January-20-2018-Premier-League
24,Sat,2018-01-20,15:00 (23:00),Leicester City,2.2,2–0,0.8,Watford,"31,891",King Power Stadium,Lee Probert,Match Report,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/matches/40e6f091/Leicester-City-Watford-January-20-2018-Premier-League,https://fbref.com/en/matches/40e6f091/Leicester-City-Watford-January-20-2018-Premier-League
24,Sat,2018-01-20,15:00 (23:00),Burnley,1.1,0–1,0.9,Manchester Utd,"21,841",Turf Moor,Mike Dean,Match Report,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/matches/ff3f2b39/Burnley-Manchester-United-January-20-2018-Premier-League,https://fbref.com/en/matches/ff3f2b39/Burnley-Manchester-United-January-20-2018-Premier-League
24,Sat,2018-01-20,15:00 (23:00),Arsenal,2.5,4–1,0.7,Crystal Palace,"59,386",Emirates Stadium,Chris Kavanagh,Match Report,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/matches/65607b87/Arsenal-Crystal-Palace-January-20-2018-Premier-League,https://fbref.com/en/matches/65607b87/Arsenal-Crystal-Palace-January-20-2018-Premier-League
24,Sat,2018-01-20,15:00 (23:00),Everton,0.7,1–1,1.4,West Brom,"39,061",Goodison Park,Stuart Attwell,Match Report,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/01d63d4d/Everton-West-Bromwich-Albion-January-20-2018-Premier-League,https://fbref.com/en/matches/01d63d4d/Everton-West-Bromwich-Albion-January-20-2018-Premier-League
24,Sat,2018-01-20,15:00 (23:00),West Ham,1.0,1–1,0.6,Bournemouth,"56,948",London Stadium,Martin Atkinson,Match Report,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/matches/bbd82d91/West-Ham-United-Bournemouth-January-20-2018-Premier-League,https://fbref.com/en/matches/bbd82d91/West-Ham-United-Bournemouth-January-20-2018-Premier-League
24,Sat,2018-01-20,15:00 (23:00),Stoke City,1.4,2–0,0.1,Huddersfield,"29,785",Bet365 Stadium,Michael Oliver,Match Report,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/matches/4acdcd55/Stoke-City-Huddersfield-Town-January-20-2018-Premier-League,https://fbref.com/en/matches/4acdcd55/Stoke-City-Huddersfield-Town-January-20-2018-Premier-League
24,Sat,2018-01-20,17:30 (01:30),Manchester City,2.2,3–1,0.6,Newcastle Utd,"54,452",Etihad Stadium,Paul Tierney,Match Report,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/matches/d2e55b6f/Manchester-City-Newcastle-United-January-20-2018-Premier-League,https://fbref.com/en/matches/d2e55b6f/Manchester-City-Newcastle-United-January-20-2018-Premier-League
24,Sun,2018-01-21,16:00 (00:00),Southampton,0.8,1–1,2.1,Tottenham,"31,361",St. Mary's Stadium,Kevin Friend,Match Report,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/5b5c13a0/Southampton-Tottenham-Hotspur-January-21-2018-Premier-League,https://fbref.com/en/matches/5b5c13a0/Southampton-Tottenham-Hotspur-January-21-2018-Premier-League
24,Mon,2018-01-22,20:00 (04:00),Swansea City,0.3,1–0,2.1,Liverpool,"20,886",Liberty Stadium,Niel Swarbrick,Match Report,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/matches/2c81652d/Swansea-City-Liverpool-January-22-2018-Premier-League,https://fbref.com/en/matches/2c81652d/Swansea-City-Liverpool-January-22-2018-Premier-League
25,Tue,2018-01-30,19:45 (03:45),Swansea City,1.7,3–1,1.0,Arsenal,"20,819",Liberty Stadium,Lee Mason,Match Report,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/matches/d42b1f12/Swansea-City-Arsenal-January-30-2018-Premier-League,https://fbref.com/en/matches/d42b1f12/Swansea-City-Arsenal-January-30-2018-Premier-League
25,Tue,2018-01-30,19:45 (03:45),West Ham,1.4,1–1,0.4,Crystal Palace,"56,911",London Stadium,Niel Swarbrick,Match Report,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/matches/9ae03901/West-Ham-United-Crystal-Palace-January-30-2018-Premier-League,https://fbref.com/en/matches/9ae03901/West-Ham-United-Crystal-Palace-January-30-2018-Premier-League
25,Tue,2018-01-30,20:00 (04:00),Huddersfield,0.4,0–3,1.8,Liverpool,"24,121",The John Smith's Stadium,Kevin Friend,Match Report,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/matches/813d0751/Huddersfield-Town-Liverpool-January-30-2018-Premier-League,https://fbref.com/en/matches/813d0751/Huddersfield-Town-Liverpool-January-30-2018-Premier-League
25,Wed,2018-01-31,19:45 (03:45),Everton,1.7,2–1,1.8,Leicester City,"38,390",Goodison Park,Chris Kavanagh,Match Report,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/matches/d4dec53e/Everton-Leicester-City-January-31-2018-Premier-League,https://fbref.com/en/matches/d4dec53e/Everton-Leicester-City-January-31-2018-Premier-League
25,Wed,2018-01-31,19:45 (03:45),Chelsea,1.3,0–3,1.4,Bournemouth,"41,464",Stamford Bridge,Lee Probert,Match Report,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/matches/8bffc3ba/Chelsea-Bournemouth-January-31-2018-Premier-League,https://fbref.com/en/matches/8bffc3ba/Chelsea-Bournemouth-January-31-2018-Premier-League
25,Wed,2018-01-31,19:45 (03:45),Newcastle Utd,2.3,1–1,0.8,Burnley,"50,174",St. James' Park,Simon Hooper,Match Report,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/matches/e2a83944/Newcastle-United-Burnley-January-31-2018-Premier-League,https://fbref.com/en/matches/e2a83944/Newcastle-United-Burnley-January-31-2018-Premier-League
25,Wed,2018-01-31,19:45 (03:45),Southampton,1.1,1–1,1.1,Brighton,"30,034",St. Mary's Stadium,Mike Dean,Match Report,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/matches/02109db0/Southampton-Brighton-and-Hove-Albion-January-31-2018-Premier-League,https://fbref.com/en/matches/02109db0/Southampton-Brighton-and-Hove-Albion-January-31-2018-Premier-League
25,Wed,2018-01-31,20:00 (04:00),Tottenham,2.0,2–0,1.0,Manchester Utd,"81,978",Wembley Stadium,Andre Marriner,Match Report,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/matches/e766e559/Tottenham-Hotspur-Manchester-United-January-31-2018-Premier-League,https://fbref.com/en/matches/e766e559/Tottenham-Hotspur-Manchester-United-January-31-2018-Premier-League
25,Wed,2018-01-31,20:00 (04:00),Stoke City,1.3,0–0,1.2,Watford,"27,458",Bet365 Stadium,Jonathan Moss,Match Report,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/matches/4f701c0f/Stoke-City-Watford-January-31-2018-Premier-League,https://fbref.com/en/matches/4f701c0f/Stoke-City-Watford-January-31-2018-Premier-League
25,Wed,2018-01-31,20:00 (04:00),Manchester City,2.9,3–0,0.5,West Brom,"53,241",Etihad Stadium,Robert Madley,Match Report,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/c5500fbf/Manchester-City-West-Bromwich-Albion-January-31-2018-Premier-League,https://fbref.com/en/matches/c5500fbf/Manchester-City-West-Bromwich-Albion-January-31-2018-Premier-League
26,Sat,2018-02-03,12:30 (20:30),Burnley,0.8,1–1,2.9,Manchester City,"21,658",Turf Moor,Martin Atkinson,Match Report,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,https://fbref.com/en/matches/a54e56e3/Burnley-Manchester-City-February-3-2018-Premier-League,https://fbref.com/en/matches/a54e56e3/Burnley-Manchester-City-February-3-2018-Premier-League
26,Sat,2018-02-03,15:00 (23:00),Manchester Utd,1.7,2–0,0.1,Huddersfield,"74,742",Old Trafford,Stuart Attwell,Match Report,https://fbref.com/en/squads/19538871/2017-2018/Manchester-United-Stats,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,https://fbref.com/en/matches/a41f9ea1/Manchester-United-Huddersfield-Town-February-3-2018-Premier-League,https://fbref.com/en/matches/a41f9ea1/Manchester-United-Huddersfield-Town-February-3-2018-Premier-League
26,Sat,2018-02-03,15:00 (23:00),Leicester City,1.5,1–1,0.3,Swansea City,"31,179",King Power Stadium,Anthony Taylor,Match Report,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/matches/e85b8a76/Leicester-City-Swansea-City-February-3-2018-Premier-League,https://fbref.com/en/matches/e85b8a76/Leicester-City-Swansea-City-February-3-2018-Premier-League
26,Sat,2018-02-03,15:00 (23:00),West Brom,0.6,2–3,1.0,Southampton,"25,911",The Hawthorns,Michael Oliver,Match Report,https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats,https://fbref.com/en/matches/398ae957/West-Bromwich-Albion-Southampton-February-3-2018-Premier-League,https://fbref.com/en/matches/398ae957/West-Bromwich-Albion-Southampton-February-3-2018-Premier-League
26,Sat,2018-02-03,15:00 (23:00),Brighton,2.5,3–1,0.7,West Ham,"30,589",The American Express Community Stadium,Roger East,Match Report,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/matches/a424d390/Brighton-and-Hove-Albion-West-Ham-United-February-3-2018-Premier-League,https://fbref.com/en/matches/a424d390/Brighton-and-Hove-Albion-West-Ham-United-February-3-2018-Premier-League
26,Sat,2018-02-03,15:00 (23:00),Bournemouth,2.1,2–1,0.6,Stoke City,"10,614",Vitality Stadium,Paul Tierney,Match Report,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats,https://fbref.com/en/matches/3ad5f648/Bournemouth-Stoke-City-February-3-2018-Premier-League,https://fbref.com/en/matches/3ad5f648/Bournemouth-Stoke-City-February-3-2018-Premier-League
26,Sat,2018-02-03,17:30 (01:30),Arsenal,2.7,5–1,1.2,Everton,"59,306",Emirates Stadium,Niel Swarbrick,Match Report,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/matches/ac69ef1b/Arsenal-Everton-February-3-2018-Premier-League,https://fbref.com/en/matches/ac69ef1b/Arsenal-Everton-February-3-2018-Premier-League
26,Sun,2018-02-04,14:15 (22:15),Crystal Palace,3.0,1–1,1.1,Newcastle Utd,"25,746",Selhurst Park,Andre Marriner,Match Report,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,https://fbref.com/en/matches/8849f87b/Crystal-Palace-Newcastle-United-February-4-2018-Premier-League,https://fbref.com/en/matches/8849f87b/Crystal-Palace-Newcastle-United-February-4-2018-Premier-League
26,Sun,2018-02-04,16:30 (00:30),Liverpool,1.1,2–2,2.2,Tottenham,"53,213",Anfield,Jonathan Moss,Match Report,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/4825ca2d/Liverpool-Tottenham-Hotspur-February-4-2018-Premier-League,https://fbref.com/en/matches/4825ca2d/Liverpool-Tottenham-Hotspur-February-4-2018-Premier-League
26,Mon,2018-02-05,20:00 (04:00),Watford,2.0,4–1,0.7,Chelsea,"20,157",Vicarage Road Stadium,Mike Dean,Match Report,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,https://fbref.com/en/matches/92aff98f/Watford-Chelsea-February-5-2018-Premier-League,https://fbref.com/en/matches/92aff98f/Watford-Chelsea-February-5-2018-Premier-League
27,Sat,2018-02-10,12:30 (20:30),Tottenham,2.1,1–0,0.6,Arsenal,"83,222",Wembley Stadium,Anthony Taylor,Match Report,https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats,https://fbref.com/en/matches/9be2b4a6/North-London-Derby-Tottenham-Hotspur-Arsenal-February-10-2018-Premier-League,https://fbref.com/en/matches/9be2b4a6/North-London-Derby-Tottenham-Hotspur-Arsenal-February-10-2018-Premier-League
27,Sat,2018-02-10,15:00 (23:00),Everton,1.3,3–1,1.8,Crystal Palace,"39,139",Goodison Park,Jonathan Moss,Match Report,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,https://fbref.com/en/matches/15ad0bb7/Everton-Crystal-Palace-February-10-2018-Premier-League,https://fbref.com/en/matches/15ad0bb7/Everton-Crystal-Palace-February-10-2018-Premier-League
27,Sat,2018-02-10,15:00 (23:00),West Ham,1.6,2–0,0.5,Watford,"56,197",London Stadium,Graham Scott,Match Report,https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats,https://fbref.com/en/matches/fd50c838/West-Ham-United-Watford-February-10-2018-Premier-League,https://fbref.com/en/matches/fd50c838/West-Ham-United-Watford-February-10-2018-Premier-League
27,Sat,2018-02-10,15:00 (23:00),Swansea City,0.7,1–0,0.5,Burnley,"20,179",Liberty Stadium,Andre Marriner,Match Report,https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats,https://fbref.com/en/matches/2fffd724/Swansea-City-Burnley-February-10-2018-Premier-League,https://fbref.com/en/matches/2fffd724/Swansea-City-Burnley-February-10-2018-Premier-League
