time,week,day,date,home,home_xg,score,away_xg,away,attendance,venue,referee,home_link,away_link,match_link,report_link
12:30 (20:30),13,Sat,2016-11-26,Burnley,1–2,Manchester City,"21,794",Turf Moor,Andre Marriner,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/7a31ec63/Burnley-Manchester-City-November-26-2016-Premier-League,https://fbref.com/en/matches/7a31ec63/Burnley-Manchester-City-November-26-2016-Premier-League
15:00 (23:00),13,Sat,2016-11-26,Liverpool,2–0,Sunderland,"53,114",Anfield,Anthony Taylor,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/80d02dd1/Liverpool-Sunderland-November-26-2016-Premier-League,https://fbref.com/en/matches/80d02dd1/Liverpool-Sunderland-November-26-2016-Premier-League
15:00 (23:00),13,Sat,2016-11-26,Hull City,1–1,West Brom,"18,086",Kingston Communications Stadium,Paul Tierney,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/7e89be76/Hull-City-West-Bromwich-Albion-November-26-2016-Premier-League,https://fbref.com/en/matches/7e89be76/Hull-City-West-Bromwich-Albion-November-26-2016-Premier-League
15:00 (23:00),13,Sat,2016-11-26,Swansea City,5–4,Crystal Palace,"20,276",Liberty Stadium,Kevin Friend,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/99cbc7fa/Swansea-City-Crystal-Palace-November-26-2016-Premier-League,https://fbref.com/en/matches/99cbc7fa/Swansea-City-Crystal-Palace-November-26-2016-Premier-League
15:00 (23:00),13,Sat,2016-11-26,Leicester City,2–2,Middlesbrough,"32,058",King Power Stadium,Lee Mason,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/3c659490/Leicester-City-Middlesbrough-November-26-2016-Premier-League,https://fbref.com/en/matches/3c659490/Leicester-City-Middlesbrough-November-26-2016-Premier-League
17:30 (01:30),13,Sat,2016-11-26,Chelsea,2–1,Tottenham,"41,513",Stamford Bridge,Michael Oliver,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/c517e87a/Chelsea-Tottenham-Hotspur-November-26-2016-Premier-League,https://fbref.com/en/matches/c517e87a/Chelsea-Tottenham-Hotspur-November-26-2016-Premier-League
12:00 (20:00),13,Sun,2016-11-27,Watford,0–1,Stoke City,"20,058",Vicarage Road Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/47a487e2/Watford-Stoke-City-November-27-2016-Premier-League,https://fbref.com/en/matches/47a487e2/Watford-Stoke-City-November-27-2016-Premier-League
14:15 (22:15),13,Sun,2016-11-27,Arsenal,3–1,Bournemouth,"59,978",Emirates Stadium,Mike Jones,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/40ece6d2/Arsenal-Bournemouth-November-27-2016-Premier-League,https://fbref.com/en/matches/40ece6d2/Arsenal-Bournemouth-November-27-2016-Premier-League
16:30 (00:30),13,Sun,2016-11-27,Southampton,1–0,Everton,"31,132",St. Mary's Stadium,Craig Pawson,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/548c4fd4/Southampton-Everton-November-27-2016-Premier-League,https://fbref.com/en/matches/548c4fd4/Southampton-Everton-November-27-2016-Premier-League
16:30 (00:30),13,Sun,2016-11-27,Manchester Utd,1–1,West Ham,"75,313",Old Trafford,Jonathan Moss,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/4c0c84e5/Manchester-United-West-Ham-United-November-27-2016-Premier-League,https://fbref.com/en/matches/4c0c84e5/Manchester-United-West-Ham-United-November-27-2016-Premier-League
12:30 (20:30),14,Sat,2016-12-03,Manchester City,1–3,Chelsea,"54,457",Etihad Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/6076e3fa/Manchester-City-Chelsea-December-3-2016-Premier-League,https://fbref.com/en/matches/6076e3fa/Manchester-City-Chelsea-December-3-2016-Premier-League
15:00 (23:00),14,Sat,2016-12-03,Sunderland,2–1,Leicester City,"39,725",Stadium of Light,Andre Marriner,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/d86fac52/Sunderland-Leicester-City-December-3-2016-Premier-League,https://fbref.com/en/matches/d86fac52/Sunderland-Leicester-City-December-3-2016-Premier-League
15:00 (23:00),14,Sat,2016-12-03,West Brom,3–1,Watford,"22,244",The Hawthorns,Graham Scott,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/77813554/West-Bromwich-Albion-Watford-December-3-2016-Premier-League,https://fbref.com/en/matches/77813554/West-Bromwich-Albion-Watford-December-3-2016-Premier-League
15:00 (23:00),14,Sat,2016-12-03,Stoke City,2–0,Burnley,"27,306",Bet365 Stadium,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/matches/d1dce91c/Stoke-City-Burnley-December-3-2016-Premier-League,https://fbref.com/en/matches/d1dce91c/Stoke-City-Burnley-December-3-2016-Premier-League
15:00 (23:00),14,Sat,2016-12-03,Crystal Palace,3–0,Southampton,"25,393",Selhurst Park,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/172a9a1a/Crystal-Palace-Southampton-December-3-2016-Premier-League,https://fbref.com/en/matches/172a9a1a/Crystal-Palace-Southampton-December-3-2016-Premier-League
15:00 (23:00),14,Sat,2016-12-03,Tottenham,5–0,Swansea City,"31,663",White Hart Lane,Jonathan Moss,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/eb48183a/Tottenham-Hotspur-Swansea-City-December-3-2016-Premier-League,https://fbref.com/en/matches/eb48183a/Tottenham-Hotspur-Swansea-City-December-3-2016-Premier-League
17:30 (01:30),14,Sat,2016-12-03,West Ham,1–5,Arsenal,"56,980",London Stadium,Craig Pawson,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/432b5d0c/West-Ham-United-Arsenal-December-3-2016-Premier-League,https://fbref.com/en/matches/432b5d0c/West-Ham-United-Arsenal-December-3-2016-Premier-League
13:30 (21:30),14,Sun,2016-12-04,Bournemouth,4–3,Liverpool,"11,183",Vitality Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/97ec0ea0/Bournemouth-Liverpool-December-4-2016-Premier-League,https://fbref.com/en/matches/97ec0ea0/Bournemouth-Liverpool-December-4-2016-Premier-League
16:00 (00:00),14,Sun,2016-12-04,Everton,1–1,Manchester Utd,"39,550",Goodison Park,Michael Oliver,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/5c222a27/Everton-Manchester-United-December-4-2016-Premier-League,https://fbref.com/en/matches/5c222a27/Everton-Manchester-United-December-4-2016-Premier-League
20:00 (04:00),14,Mon,2016-12-05,Middlesbrough,1–0,Hull City,"27,395",Riverside Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/df3eda24/Middlesbrough-Hull-City-December-5-2016-Premier-League,https://fbref.com/en/matches/df3eda24/Middlesbrough-Hull-City-December-5-2016-Premier-League
12:30 (20:30),15,Sat,2016-12-10,Watford,3–2,Everton,"20,769",Vicarage Road Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/c48b9e6c/Watford-Everton-December-10-2016-Premier-League,https://fbref.com/en/matches/c48b9e6c/Watford-Everton-December-10-2016-Premier-League
15:00 (23:00),15,Sat,2016-12-10,Swansea City,3–0,Sunderland,"20,453",Liberty Stadium,Craig Pawson,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/4d44131d/Swansea-City-Sunderland-December-10-2016-Premier-League,https://fbref.com/en/matches/4d44131d/Swansea-City-Sunderland-December-10-2016-Premier-League
15:00 (23:00),15,Sat,2016-12-10,Arsenal,3–1,Stoke City,"59,964",Emirates Stadium,Lee Mason,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/fec71c04/Arsenal-Stoke-City-December-10-2016-Premier-League,https://fbref.com/en/matches/fec71c04/Arsenal-Stoke-City-December-10-2016-Premier-League
15:00 (23:00),15,Sat,2016-12-10,Burnley,3–2,Bournemouth,"19,680",Turf Moor,Martin Atkinson,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/af7488bd/Burnley-Bournemouth-December-10-2016-Premier-League,https://fbref.com/en/matches/af7488bd/Burnley-Bournemouth-December-10-2016-Premier-League
15:00 (23:00),15,Sat,2016-12-10,Hull City,3–3,Crystal Palace,"17,403",Kingston Communications Stadium,Mike Jones,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/247883d2/Hull-City-Crystal-Palace-December-10-2016-Premier-League,https://fbref.com/en/matches/247883d2/Hull-City-Crystal-Palace-December-10-2016-Premier-League
17:30 (01:30),15,Sat,2016-12-10,Leicester City,4–2,Manchester City,"31,966",King Power Stadium,Michael Oliver,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/4a664930/Leicester-City-Manchester-City-December-10-2016-Premier-League,https://fbref.com/en/matches/4a664930/Leicester-City-Manchester-City-December-10-2016-Premier-League
12:00 (20:00),15,Sun,2016-12-11,Chelsea,1–0,West Brom,"41,622",Stamford Bridge,Mike Dean,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/4dfbb8d4/Chelsea-West-Bromwich-Albion-December-11-2016-Premier-League,https://fbref.com/en/matches/4dfbb8d4/Chelsea-West-Bromwich-Albion-December-11-2016-Premier-League
14:15 (22:15),15,Sun,2016-12-11,Manchester Utd,1–0,Tottenham,"75,271",Old Trafford,Robert Madley,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/ede5d284/Manchester-United-Tottenham-Hotspur-December-11-2016-Premier-League,https://fbref.com/en/matches/ede5d284/Manchester-United-Tottenham-Hotspur-December-11-2016-Premier-League
14:15 (22:15),15,Sun,2016-12-11,Southampton,1–0,Middlesbrough,"28,976",St. Mary's Stadium,Stuart Attwell,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/147f4bd9/Southampton-Middlesbrough-December-11-2016-Premier-League,https://fbref.com/en/matches/147f4bd9/Southampton-Middlesbrough-December-11-2016-Premier-League
16:30 (00:30),15,Sun,2016-12-11,Liverpool,2–2,West Ham,"53,068",Anfield,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/e9da316c/Liverpool-West-Ham-United-December-11-2016-Premier-League,https://fbref.com/en/matches/e9da316c/Liverpool-West-Ham-United-December-11-2016-Premier-League
19:45 (03:45),16,Tue,2016-12-13,Bournemouth,1–0,Leicester City,"11,068",Vitality Stadium,Paul Tierney,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/897b5086/Bournemouth-Leicester-City-December-13-2016-Premier-League,https://fbref.com/en/matches/897b5086/Bournemouth-Leicester-City-December-13-2016-Premier-League
19:45 (03:45),16,Tue,2016-12-13,Everton,2–1,Arsenal,"39,510",Goodison Park,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/058313b0/Everton-Arsenal-December-13-2016-Premier-League,https://fbref.com/en/matches/058313b0/Everton-Arsenal-December-13-2016-Premier-League
19:45 (03:45),16,Wed,2016-12-14,West Ham,1–0,Burnley,"56,990",London Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/matches/dc1daf72/West-Ham-United-Burnley-December-14-2016-Premier-League,https://fbref.com/en/matches/dc1daf72/West-Ham-United-Burnley-December-14-2016-Premier-League
19:45 (03:45),16,Wed,2016-12-14,Sunderland,0–1,Chelsea,"41,008",Stadium of Light,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/03794a81/Sunderland-Chelsea-December-14-2016-Premier-League,https://fbref.com/en/matches/03794a81/Sunderland-Chelsea-December-14-2016-Premier-League
19:45 (03:45),16,Wed,2016-12-14,Middlesbrough,0–3,Liverpool,"32,704",Riverside Stadium,Jonathan Moss,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/c31bcb69/Middlesbrough-Liverpool-December-14-2016-Premier-League,https://fbref.com/en/matches/c31bcb69/Middlesbrough-Liverpool-December-14-2016-Premier-League
20:00 (04:00),16,Wed,2016-12-14,West Brom,3–1,Swansea City,"21,467",The Hawthorns,Michael Oliver,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/442f489d/West-Bromwich-Albion-Swansea-City-December-14-2016-Premier-League,https://fbref.com/en/matches/442f489d/West-Bromwich-Albion-Swansea-City-December-14-2016-Premier-League
20:00 (04:00),16,Wed,2016-12-14,Stoke City,0–0,Southampton,"27,002",Bet365 Stadium,Anthony Taylor,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/f44e629b/Stoke-City-Southampton-December-14-2016-Premier-League,https://fbref.com/en/matches/f44e629b/Stoke-City-Southampton-December-14-2016-Premier-League
20:00 (04:00),16,Wed,2016-12-14,Crystal Palace,1–2,Manchester Utd,"25,547",Selhurst Park,Craig Pawson,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/46ad94b6/Crystal-Palace-Manchester-United-December-14-2016-Premier-League,https://fbref.com/en/matches/46ad94b6/Crystal-Palace-Manchester-United-December-14-2016-Premier-League
20:00 (04:00),16,Wed,2016-12-14,Tottenham,3–0,Hull City,"31,347",White Hart Lane,Andre Marriner,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/98819322/Tottenham-Hotspur-Hull-City-December-14-2016-Premier-League,https://fbref.com/en/matches/98819322/Tottenham-Hotspur-Hull-City-December-14-2016-Premier-League
20:00 (04:00),16,Wed,2016-12-14,Manchester City,2–0,Watford,"51,527",Etihad Stadium,Kevin Friend,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/e89d656a/Manchester-City-Watford-December-14-2016-Premier-League,https://fbref.com/en/matches/e89d656a/Manchester-City-Watford-December-14-2016-Premier-League
12:30 (20:30),17,Sat,2016-12-17,Crystal Palace,0–1,Chelsea,"25,259",Selhurst Park,Jonathan Moss,Match Report,,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/matches/613249e9/Crystal-Palace-Chelsea-December-17-2016-Premier-League,https://fbref.com/en/matches/613249e9/Crystal-Palace-Chelsea-December-17-2016-Premier-League
15:00 (23:00),17,Sat,2016-12-17,Middlesbrough,3–0,Swansea City,"28,302",Riverside Stadium,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/matches/fd6f236f/Middlesbrough-Swansea-City-December-17-2016-Premier-League,https://fbref.com/en/matches/fd6f236f/Middlesbrough-Swansea-City-December-17-2016-Premier-League
15:00 (23:00),17,Sat,2016-12-17,West Ham,1–0,Hull City,"56,952",London Stadium,Lee Mason,Match Report,,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/matches/62dce23a/West-Ham-United-Hull-City-December-17-2016-Premier-League,https://fbref.com/en/matches/62dce23a/West-Ham-United-Hull-City-December-17-2016-Premier-League
15:00 (23:00),17,Sat,2016-12-17,Stoke City,2–2,Leicester City,"27,663",Bet365 Stadium,Craig Pawson,Match Report,,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/matches/5b8aee09/Stoke-City-Leicester-City-December-17-2016-Premier-League,https://fbref.com/en/matches/5b8aee09/Stoke-City-Leicester-City-December-17-2016-Premier-League
15:00 (23:00),17,Sat,2016-12-17,Sunderland,1–0,Watford,"40,267",Stadium of Light,Robert Madley,Match Report,,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/matches/46cce5f1/Sunderland-Watford-December-17-2016-Premier-League,https://fbref.com/en/matches/46cce5f1/Sunderland-Watford-December-17-2016-Premier-League
17:30 (01:30),17,Sat,2016-12-17,West Brom,0–2,Manchester Utd,"26,308",The Hawthorns,Anthony Taylor,Match Report,,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/matches/eb3ac912/West-Bromwich-Albion-Manchester-United-December-17-2016-Premier-League,https://fbref.com/en/matches/eb3ac912/West-Bromwich-Albion-Manchester-United-December-17-2016-Premier-League
13:30 (21:30),17,Sun,2016-12-18,Bournemouth,1–3,Southampton,"11,113",Vitality Stadium,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/matches/67d57e03/Bournemouth-Southampton-December-18-2016-Premier-League,https://fbref.com/en/matches/67d57e03/Bournemouth-Southampton-December-18-2016-Premier-League
16:00 (00:00),17,Sun,2016-12-18,Tottenham,2–1,Burnley,"31,467",White Hart Lane,Kevin Friend,Match Report,,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/matches/bbc3a7b4/Tottenham-Hotspur-Burnley-December-18-2016-Premier-League,https://fbref.com/en/matches/bbc3a7b4/Tottenham-Hotspur-Burnley-December-18-2016-Premier-League
16:00 (00:00),17,Sun,2016-12-18,Manchester City,2–1,Arsenal,"54,409",Etihad Stadium,Martin Atkinson,Match Report,,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/matches/18115cd0/Manchester-City-Arsenal-December-18-2016-Premier-League,https://fbref.com/en/matches/18115cd0/Manchester-City-Arsenal-December-18-2016-Premier-League
20:00 (04:00),17,Mon,2016-12-19,Everton,0–1,Liverpool,"39,590",Goodison Park,Mike Dean,Match Report,,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/matches/af8cbcff/Merseyside-Derby-Everton-Liverpool-December-19-2016-Premier-League,https://fbref.com/en/matches/af8cbcff/Merseyside-Derby-Everton-Liverpool-December-19-2016-Premier-League
12:30 (20:30),18,Mon,2016-12-26,Watford,1–1,Crystal Palace,"20,304",Vicarage Road Stadium,Mark Clattenburg,Match Report,,https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,https://fbref.com/en/matches/d275e513/Watford-Crystal-Palace-December-26-2016-Premier-League,https://fbref.com/en/matches/d275e513/Watford-Crystal-Palace-December-26-2016-Premier-League
15:00 (23:00),18,Mon,2016-12-26,Burnley,1–0,Middlesbrough,"21,562",Turf Moor,Craig Pawson,Match Report,,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats,https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,https://fbref.com/en/matches/c2d0e082/Burnley-Middlesbrough-December-26-2016-Premier-League,https://fbref.com/en/matches/c2d0e082/Burnley-Middlesbrough-December-26-2016-Premier-League
15:00 (23:00),18,Mon,2016-12-26,Leicester City,0–2,Everton,"31,985",King Power Stadium,Stuart Attwell,Match Report,,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats,https://fbref.com/en/matches/8bb3f3c2/Leicester-City-Everton-December-26-2016-Premier-League,https://fbref.com/en/matches/8bb3f3c2/Leicester-City-Everton-December-26-2016-Premier-League
15:00 (23:00),18,Mon,2016-12-26,Chelsea,3–0,Bournemouth,"41,384",Stamford Bridge,Mike Jones,Match Report,,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,https://fbref.com/en/matches/06033702/Chelsea-Bournemouth-December-26-2016-Premier-League,https://fbref.com/en/matches/06033702/Chelsea-Bournemouth-December-26-2016-Premier-League
15:00 (23:00),18,Mon,2016-12-26,Arsenal,1–0,West Brom,"59,925",Emirates Stadium,Niel Swarbrick,Match Report,,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats,https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/32a93ec5/Arsenal-West-Bromwich-Albion-December-26-2016-Premier-League,https://fbref.com/en/matches/32a93ec5/Arsenal-West-Bromwich-Albion-December-26-2016-Premier-League
15:00 (23:00),18,Mon,2016-12-26,Manchester Utd,3–1,Sunderland,"75,325",Old Trafford,Martin Atkinson,Match Report,,https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats,https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats,https://fbref.com/en/matches/a5dd1fc2/Manchester-United-Sunderland-December-26-2016-Premier-League,https://fbref.com/en/matches/a5dd1fc2/Manchester-United-Sunderland-December-26-2016-Premier-League
15:00 (23:00),18,Mon,2016-12-26,Swansea City,1–4,West Ham,"20,757",Liberty Stadium,Andre Marriner,Match Report,,https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats,https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,https://fbref.com/en/matches/77d729ce/Swansea-City-West-Ham-United-December-26-2016-Premier-League,https://fbref.com/en/matches/77d729ce/Swansea-City-West-Ham-United-December-26-2016-Premier-League
17:15 (01:15),18,Mon,2016-12-26,Hull City,0–3,Manchester City,"23,134",Kingston Communications Stadium,Robert Madley,Match Report,,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,https://fbref.com/en/matches/65448ede/Hull-City-Manchester-City-December-26-2016-Premier-League,https://fbref.com/en/matches/65448ede/Hull-City-Manchester-City-December-26-2016-Premier-League
17:15 (01:15),18,Tue,2016-12-27,Liverpool,4–1,Stoke City,"53,094",Anfield,Michael Oliver,Match Report,,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats,https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats,https://fbref.com/en/matches/019edcc6/Liverpool-Stoke-City-December-27-2016-Premier-League,https://fbref.com/en/matches/019edcc6/Liverpool-Stoke-City-December-27-2016-Premier-League
19:45 (03:45),18,Wed,2016-12-28,Southampton,1–4,Tottenham,"31,853",St. Mary's Stadium,Mike Dean,Match Report,,https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats,https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/766a29a9/Southampton-Tottenham-Hotspur-December-28-2016-Premier-League,https://fbref.com/en/matches/766a29a9/Southampton-Tottenham-Hotspur-December-28-2016-Premier-League
