league,week,day,date,time,home,home_xg,score,away_xg,away,attendance,venue,referee,match_report,home_link,away_link,match_link,report_link
ISA,4,Sun,2019-09-22,15:00 (21:00),Bologna,1.4,1–2,1.5,Roma,"25,513",Stadio Renato Dall'Ara,Luca Pairetto,Match Report,https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats,https://fbref.com/en/squads/cf74a709/2019-2020/Roma-Stats,https://fbref.com/en/matches/48229e4d/Bologna-Roma-September-22-2019-Serie-A,https://fbref.com/en/matches/48229e4d/Bologna-Roma-September-22-2019-Serie-A
ISA,4,Sun,2019-09-22,15:00 (21:00),Sampdoria,1.2,1–0,0.6,Torino,"19,041",Stadio Comunale Luigi Ferraris,Piero Giacomelli,Match Report,https://fbref.com/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,https://fbref.com/en/squads/105360fe/2019-2020/Torino-Stats,https://fbref.com/en/matches/847fbff1/Sampdoria-Torino-September-22-2019-Serie-A,https://fbref.com/en/matches/847fbff1/Sampdoria-Torino-September-22-2019-Serie-A
ISA,4,Sun,2019-09-22,18:00 (00:00),Atalanta,1.1,2–2,0.9,Fiorentina,"10,314",Stadio Ennio Tardini,Daniele Orsato,Match Report,https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats,https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats,https://fbref.com/en/matches/ab7e6f6a/Atalanta-Fiorentina-September-22-2019-Serie-A,https://fbref.com/en/matches/ab7e6f6a/Atalanta-Fiorentina-September-22-2019-Serie-A
ISA,4,Sun,2019-09-22,20:45 (02:45),Lazio,2.2,2–0,0.7,Parma,"31,404",Stadio Olimpico,Rosario Abisso,Match Report,https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats,https://fbref.com/en/squads/eab4234c/2019-2020/Parma-Stats,https://fbref.com/en/matches/38ef4b7d/Lazio-Parma-September-22-2019-Serie-A,https://fbref.com/en/matches/38ef4b7d/Lazio-Parma-September-22-2019-Serie-A
ISA,5,Tue,2019-09-24,19:00 (01:00),Hellas Verona,1.0,0–0,0.8,Udinese,"13,740",Stadio Marc'Antonio Bentegodi,Daniele Chiffi,Match Report,https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,https://fbref.com/en/squads/04eea015/2019-2020/Udinese-Stats,https://fbref.com/en/matches/98d312ac/Hellas-Verona-Udinese-September-24-2019-Serie-A,https://fbref.com/en/matches/98d312ac/Hellas-Verona-Udinese-September-24-2019-Serie-A
ISA,5,Tue,2019-09-24,21:00 (03:00),Brescia,0.9,1–2,1.7,Juventus,"14,000",Stadio Mario Rigamonti,Fabrizio Pasqua,Match Report,https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats,https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats,https://fbref.com/en/matches/4317b763/Brescia-Juventus-September-24-2019-Serie-A,https://fbref.com/en/matches/4317b763/Brescia-Juventus-September-24-2019-Serie-A
ISA,5,Wed,2019-09-25,19:00 (01:00),Roma,1.7,0–2,1.9,Atalanta,"31,832",Stadio Olimpico,Massimiliano Irrati,Match Report,https://fbref.com/en/squads/cf74a709/2019-2020/Roma-Stats,https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats,https://fbref.com/en/matches/95b95a98/Roma-Atalanta-September-25-2019-Serie-A,https://fbref.com/en/matches/95b95a98/Roma-Atalanta-September-25-2019-Serie-A
ISA,5,Wed,2019-09-25,21:00 (03:00),Parma,1.5,1–0,0.5,Sassuolo,"14,569",Stadio Ennio Tardini,Livio Marinelli,Match Report,https://fbref.com/en/squads/eab4234c/2019-2020/Parma-Stats,https://fbref.com/en/squads/e2befd26/2019-2020/Sassuolo-Stats,https://fbref.com/en/matches/bed42d99/Parma-Sassuolo-September-25-2019-Serie-A,https://fbref.com/en/matches/bed42d99/Parma-Sassuolo-September-25-2019-Serie-A
ISA,5,Wed,2019-09-25,21:00 (03:00),Inter,1.4,1–0,1.1,Lazio,"56,175",Stadio Giuseppe Meazza,Fabio Maresca,Match Report,https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats,https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats,https://fbref.com/en/matches/7e76d4d6/Internazionale-Lazio-September-25-2019-Serie-A,https://fbref.com/en/matches/7e76d4d6/Internazionale-Lazio-September-25-2019-Serie-A
ISA,5,Wed,2019-09-25,21:00 (03:00),SPAL,1.1,1–3,2.0,Lecce,"13,292",Stadio Paolo Mazza,Gianluca Rocchi,Match Report,https://fbref.com/en/squads/1d2fe027/2019-2020/SPAL-Stats,https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats,https://fbref.com/en/matches/a7d7a94e/SPAL-Lecce-September-25-2019-Serie-A,https://fbref.com/en/matches/a7d7a94e/SPAL-Lecce-September-25-2019-Serie-A
ISA,5,Wed,2019-09-25,21:00 (03:00),Fiorentina,1.9,2–1,0.6,Sampdoria,"33,469",Stadio Artemio Franchi,Daniele Doveri,Match Report,https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats,https://fbref.com/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,https://fbref.com/en/matches/1fb0e314/Fiorentina-Sampdoria-September-25-2019-Serie-A,https://fbref.com/en/matches/1fb0e314/Fiorentina-Sampdoria-September-25-2019-Serie-A
ISA,5,Wed,2019-09-25,21:00 (03:00),Napoli,2.1,0–1,0.3,Cagliari,"25,408",Stadio San Paolo,Marco Di Bello,Match Report,https://fbref.com/en/squads/d48ad4ff/2019-2020/Napoli-Stats,https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats,https://fbref.com/en/matches/5a8c1572/Napoli-Cagliari-September-25-2019-Serie-A,https://fbref.com/en/matches/5a8c1572/Napoli-Cagliari-September-25-2019-Serie-A
ISA,5,Wed,2019-09-25,21:00 (03:00),Genoa,0.2,0–0,1.7,Bologna,"20,497",Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats,https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats,https://fbref.com/en/matches/5dd39b2c/Genoa-Bologna-September-25-2019-Serie-A,https://fbref.com/en/matches/5dd39b2c/Genoa-Bologna-September-25-2019-Serie-A
ISA,5,Thu,2019-09-26,21:00 (03:00),Torino,1.3,2–1,2.1,Milan,"23,997",Stadio Olimpico di Torino,Marco Guida,Match Report,https://fbref.com/en/squads/105360fe/2019-2020/Torino-Stats,https://fbref.com/en/squads/dc56fe14/2019-2020/Milan-Stats,https://fbref.com/en/matches/b3269aca/Torino-Milan-September-26-2019-Serie-A,https://fbref.com/en/matches/b3269aca/Torino-Milan-September-26-2019-Serie-A
ISA,6,Sat,2019-09-28,15:00 (21:00),Juventus,2.0,2–0,0.3,SPAL,"38,995",Allianz Stadium,Marco Piccinini,Match Report,https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats,https://fbref.com/en/squads/1d2fe027/2019-2020/SPAL-Stats,https://fbref.com/en/matches/0d46187e/Juventus-SPAL-September-28-2019-Serie-A,https://fbref.com/en/matches/0d46187e/Juventus-SPAL-September-28-2019-Serie-A
ISA,6,Sat,2019-09-28,18:00 (00:00),Sampdoria,1.4,1–3,2.4,Inter,"23,694",Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,https://fbref.com/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats,https://fbref.com/en/matches/a1177e74/Sampdoria-Internazionale-September-28-2019-Serie-A,https://fbref.com/en/matches/a1177e74/Sampdoria-Internazionale-September-28-2019-Serie-A
ISA,6,Sat,2019-09-28,20:45 (02:45),Sassuolo,0.6,1–4,2.1,Atalanta,"11,604",Stadio Città del Tricolore,Paolo Valeri,Match Report,https://fbref.com/en/squads/e2befd26/2019-2020/Sassuolo-Stats,https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats,https://fbref.com/en/matches/c822ab60/Sassuolo-Atalanta-September-28-2019-Serie-A,https://fbref.com/en/matches/c822ab60/Sassuolo-Atalanta-September-28-2019-Serie-A
ISA,6,Sun,2019-09-29,12:30 (18:30),Napoli,2.0,2–1,1.0,Brescia,"45,770",Stadio San Paolo,Gianluca Manganiello,Match Report,https://fbref.com/en/squads/d48ad4ff/2019-2020/Napoli-Stats,https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats,https://fbref.com/en/matches/86a3ee41/Napoli-Brescia-September-29-2019-Serie-A,https://fbref.com/en/matches/86a3ee41/Napoli-Brescia-September-29-2019-Serie-A
ISA,6,Sun,2019-09-29,15:00 (21:00),Lecce,0.8,0–1,2.5,Roma,"26,044",Stadio Comunale Via Del Mare,Rosario Abisso,Match Report,https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats,https://fbref.com/en/squads/cf74a709/2019-2020/Roma-Stats,https://fbref.com/en/matches/4c786abf/Lecce-Roma-September-29-2019-Serie-A,https://fbref.com/en/matches/4c786abf/Lecce-Roma-September-29-2019-Serie-A
ISA,6,Sun,2019-09-29,15:00 (21:00),Udinese,0.6,1–0,1.2,Bologna,"21,361",Dacia Arena,Antonio Giua,Match Report,https://fbref.com/en/squads/04eea015/2019-2020/Udinese-Stats,https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats,https://fbref.com/en/matches/1ace8aaa/Udinese-Bologna-September-29-2019-Serie-A,https://fbref.com/en/matches/1ace8aaa/Udinese-Bologna-September-29-2019-Serie-A
ISA,6,Sun,2019-09-29,15:00 (21:00),Lazio,1.4,4–0,0.5,Genoa,"26,000",Stadio Olimpico,Luca Pairetto,Match Report,https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats,https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats,https://fbref.com/en/matches/d62041b9/Lazio-Genoa-September-29-2019-Serie-A,https://fbref.com/en/matches/d62041b9/Lazio-Genoa-September-29-2019-Serie-A
ISA,6,Sun,2019-09-29,18:00 (00:00),Cagliari,1.3,1–1,1.5,Hellas Verona,"15,846",Sardegna Arena,Manuel Volpi,Match Report,https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats,https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,https://fbref.com/en/matches/527484ae/Cagliari-Hellas-Verona-September-29-2019-Serie-A,https://fbref.com/en/matches/527484ae/Cagliari-Hellas-Verona-September-29-2019-Serie-A
