league,week,day,date,time,home,home_xg,score,away_xg,away,attendance,venue,referee,match_report,home_link,away_link,match_link,report_link
ISA,2,Sun,2018-08-26,18:00 (00:00),SPAL,1.2,1–0,0.5,Parma,"6,000",Stadio Paolo Mazza,Daniele Orsato,Match Report,https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats,https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats,https://fbref.com/en/matches/43700994/SPAL-Parma-August-26-2018-Serie-A,https://fbref.com/en/matches/43700994/SPAL-Parma-August-26-2018-Serie-A
ISA,2,Sun,2018-08-26,20:30 (02:30),Fiorentina,3.1,6–1,1.2,Chievo,"27,790",Stadio Artemio Franchi,Rosario Abisso,Match Report,https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats,https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats,https://fbref.com/en/matches/faabbf40/Fiorentina-Chievo-August-26-2018-Serie-A,https://fbref.com/en/matches/faabbf40/Fiorentina-Chievo-August-26-2018-Serie-A
ISA,2,Sun,2018-08-26,20:30 (02:30),Frosinone,1.4,0–0,1.2,Bologna,,Stadio Olimpico di Torino,Gianluca Manganiello,Match Report,https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats,https://fbref.com/en/matches/7dff3aeb/Frosinone-Bologna-August-26-2018-Serie-A,https://fbref.com/en/matches/7dff3aeb/Frosinone-Bologna-August-26-2018-Serie-A
ISA,2,Sun,2018-08-26,20:30 (02:30),Genoa,1.1,2–1,2.3,Empoli,"19,523",Stadio Comunale Luigi Ferraris,Livio Marinelli,Match Report,https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats,https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats,https://fbref.com/en/matches/13e8157a/Genoa-Empoli-August-26-2018-Serie-A,https://fbref.com/en/matches/13e8157a/Genoa-Empoli-August-26-2018-Serie-A
ISA,2,Sun,2018-08-26,20:30 (02:30),Inter,1.4,2–2,1.6,Torino,"59,135",Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats,https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats,https://fbref.com/en/matches/41f84052/Internazionale-Torino-August-26-2018-Serie-A,https://fbref.com/en/matches/41f84052/Internazionale-Torino-August-26-2018-Serie-A
ISA,2,Sun,2018-08-26,20:30 (02:30),Cagliari,1.6,2–2,1.9,Sassuolo,"14,432",Sardegna Arena,Luca Pairetto,Match Report,https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats,https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats,https://fbref.com/en/matches/05f91647/Cagliari-Sassuolo-August-26-2018-Serie-A,https://fbref.com/en/matches/05f91647/Cagliari-Sassuolo-August-26-2018-Serie-A
ISA,2,Sun,2018-08-26,20:30 (02:30),Udinese,1.5,1–0,0.7,Sampdoria,"15,770",Dacia Arena,Federico La Penna,Match Report,https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats,https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,https://fbref.com/en/matches/f42fa5a8/Udinese-Sampdoria-August-26-2018-Serie-A,https://fbref.com/en/matches/f42fa5a8/Udinese-Sampdoria-August-26-2018-Serie-A
ISA,2,Mon,2018-08-27,20:30 (02:30),Roma,2.0,3–3,2.4,Atalanta,"41,725",Stadio Olimpico,Michael Fabbri,Match Report,https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats,https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats,https://fbref.com/en/matches/9be750ef/Roma-Atalanta-August-27-2018-Serie-A,https://fbref.com/en/matches/9be750ef/Roma-Atalanta-August-27-2018-Serie-A
ISA,3,Fri,2018-08-31,20:30 (02:30),Milan,1.5,2–1,0.5,Roma,"57,789",Stadio Giuseppe Meazza,Marco Guida,Match Report,https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats,https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats,https://fbref.com/en/matches/ef299e2b/Milan-Roma-August-31-2018-Serie-A,https://fbref.com/en/matches/ef299e2b/Milan-Roma-August-31-2018-Serie-A
ISA,3,Sat,2018-09-01,18:00 (00:00),Bologna,0.5,0–3,2.0,Inter,"26,082",Stadio Renato Dall'Ara,Marco Di Bello,Match Report,https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats,https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats,https://fbref.com/en/matches/9ff54a39/Bologna-Internazionale-September-1-2018-Serie-A,https://fbref.com/en/matches/9ff54a39/Bologna-Internazionale-September-1-2018-Serie-A
ISA,3,Sat,2018-09-01,20:30 (02:30),Parma,1.6,1–2,2.4,Juventus,"20,814",Stadio Ennio Tardini,Daniele Doveri,Match Report,https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats,https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats,https://fbref.com/en/matches/c43bd14a/Parma-Juventus-September-1-2018-Serie-A,https://fbref.com/en/matches/c43bd14a/Parma-Juventus-September-1-2018-Serie-A
ISA,3,Sun,2018-09-02,18:00 (00:00),Fiorentina,0.7,1–0,0.2,Udinese,"31,009",Stadio Artemio Franchi,Antonio Giua,Match Report,https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats,https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats,https://fbref.com/en/matches/10a124a6/Fiorentina-Udinese-September-2-2018-Serie-A,https://fbref.com/en/matches/10a124a6/Fiorentina-Udinese-September-2-2018-Serie-A
ISA,3,Sun,2018-09-02,20:30 (02:30),Sampdoria,0.8,3–0,1.8,Napoli,"19,835",Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats,https://fbref.com/en/matches/ada597b6/Sampdoria-Napoli-September-2-2018-Serie-A,https://fbref.com/en/matches/ada597b6/Sampdoria-Napoli-September-2-2018-Serie-A
ISA,3,Sun,2018-09-02,20:30 (02:30),Chievo,1.0,0–0,1.2,Empoli,"8,100",Stadio Marc'Antonio Bentegodi,Piero Giacomelli,Match Report,https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats,https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats,https://fbref.com/en/matches/70877c73/Chievo-Empoli-September-2-2018-Serie-A,https://fbref.com/en/matches/70877c73/Chievo-Empoli-September-2-2018-Serie-A
ISA,3,Sun,2018-09-02,20:30 (02:30),Atalanta,0.6,0–1,0.5,Cagliari,"17,709",Stadio Atleti Azzurri d'Italia,Fabio Maresca,Match Report,https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats,https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats,https://fbref.com/en/matches/cafe7e69/Atalanta-Cagliari-September-2-2018-Serie-A,https://fbref.com/en/matches/cafe7e69/Atalanta-Cagliari-September-2-2018-Serie-A
ISA,3,Sun,2018-09-02,20:30 (02:30),Sassuolo,1.4,5–3,1.8,Genoa,"9,740",Stadio Città del Tricolore,Gianluca Rocchi,Match Report,https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats,https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats,https://fbref.com/en/matches/fa044ae0/Sassuolo-Genoa-September-2-2018-Serie-A,https://fbref.com/en/matches/fa044ae0/Sassuolo-Genoa-September-2-2018-Serie-A
ISA,3,Sun,2018-09-02,20:30 (02:30),Lazio,2.1,1–0,0.6,Frosinone,"34,465",Stadio Olimpico,Giampaolo Calvarese,Match Report,https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats,https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,https://fbref.com/en/matches/f0ed203e/Lazio-Frosinone-September-2-2018-Serie-A,https://fbref.com/en/matches/f0ed203e/Lazio-Frosinone-September-2-2018-Serie-A
ISA,3,Sun,2018-09-02,20:30 (02:30),Torino,1.3,1–0,1.0,SPAL,"17,785",Stadio Olimpico di Torino,Fabrizio Pasqua,Match Report,https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats,https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats,https://fbref.com/en/matches/69be40b5/Torino-SPAL-September-2-2018-Serie-A,https://fbref.com/en/matches/69be40b5/Torino-SPAL-September-2-2018-Serie-A
ISA,4,Sat,2018-09-15,15:00 (21:00),Inter,1.8,0–1,0.5,Parma,"59,648",Stadio Giuseppe Meazza,Gianluca Manganiello,Match Report,https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats,https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats,https://fbref.com/en/matches/68014e37/Internazionale-Parma-September-15-2018-Serie-A,https://fbref.com/en/matches/68014e37/Internazionale-Parma-September-15-2018-Serie-A
ISA,4,Sat,2018-09-15,18:00 (00:00),Napoli,1.5,1–0,0.4,Fiorentina,"20,131",Stadio San Paolo,Michael Fabbri,Match Report,https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats,https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats,https://fbref.com/en/matches/b208fb74/Napoli-Fiorentina-September-15-2018-Serie-A,https://fbref.com/en/matches/b208fb74/Napoli-Fiorentina-September-15-2018-Serie-A
ISA,4,Sat,2018-09-15,20:30 (02:30),Frosinone,0.5,0–5,2.7,Sampdoria,"12,502",Stadio Benito Stirpe,Massimiliano Irrati,Match Report,https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,https://fbref.com/en/matches/bf65ae94/Frosinone-Sampdoria-September-15-2018-Serie-A,https://fbref.com/en/matches/bf65ae94/Frosinone-Sampdoria-September-15-2018-Serie-A
ISA,4,Sun,2018-09-16,12:30 (18:30),Roma,2.5,2–2,1.2,Chievo,"39,849",Stadio Olimpico,Paolo Mazzoleni,Match Report,https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats,https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats,https://fbref.com/en/matches/b877c74e/Roma-Chievo-September-16-2018-Serie-A,https://fbref.com/en/matches/b877c74e/Roma-Chievo-September-16-2018-Serie-A
ISA,4,Sun,2018-09-16,15:00 (21:00),Udinese,0.5,1–1,1.0,Torino,"18,813",Dacia Arena,Paolo Valeri,Match Report,https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats,https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats,https://fbref.com/en/matches/305c7c4e/Udinese-Torino-September-16-2018-Serie-A,https://fbref.com/en/matches/305c7c4e/Udinese-Torino-September-16-2018-Serie-A
ISA,4,Sun,2018-09-16,15:00 (21:00),Genoa,0.7,1–0,0.8,Bologna,"20,032",Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats,https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats,https://fbref.com/en/matches/64118347/Genoa-Bologna-September-16-2018-Serie-A,https://fbref.com/en/matches/64118347/Genoa-Bologna-September-16-2018-Serie-A
ISA,4,Sun,2018-09-16,15:00 (21:00),Juventus,2.6,2–1,0.8,Sassuolo,"40,563",Allianz Stadium,Daniele Chiffi,Match Report,https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats,https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats,https://fbref.com/en/matches/37302313/Juventus-Sassuolo-September-16-2018-Serie-A,https://fbref.com/en/matches/37302313/Juventus-Sassuolo-September-16-2018-Serie-A
ISA,4,Sun,2018-09-16,18:00 (00:00),Empoli,1.6,0–1,2.3,Lazio,"10,832",Stadio Carlo Castellani,Daniele Orsato,Match Report,https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats,https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats,https://fbref.com/en/matches/af2ecea2/Empoli-Lazio-September-16-2018-Serie-A,https://fbref.com/en/matches/af2ecea2/Empoli-Lazio-September-16-2018-Serie-A
ISA,4,Sun,2018-09-16,20:30 (02:30),Cagliari,0.4,1–1,1.5,Milan,"16,201",Sardegna Arena,Rosario Abisso,Match Report,https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats,https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats,https://fbref.com/en/matches/5cf4181b/Cagliari-Milan-September-16-2018-Serie-A,https://fbref.com/en/matches/5cf4181b/Cagliari-Milan-September-16-2018-Serie-A
ISA,4,Mon,2018-09-17,20:30 (02:30),SPAL,1.5,2–0,0.8,Atalanta,"14,153",Stadio Paolo Mazza,Maurizio Mariani,Match Report,https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats,https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats,https://fbref.com/en/matches/dc04de87/SPAL-Atalanta-September-17-2018-Serie-A,https://fbref.com/en/matches/dc04de87/SPAL-Atalanta-September-17-2018-Serie-A
ISA,1,Wed,2018-09-19,19:00 (01:00),Sampdoria,0.8,1–1,1.6,Fiorentina,"18,334",Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats,https://fbref.com/en/matches/55a722ce/Sampdoria-Fiorentina-September-19-2018-Serie-A,https://fbref.com/en/matches/55a722ce/Sampdoria-Fiorentina-September-19-2018-Serie-A
ISA,5,Fri,2018-09-21,20:30 (02:30),Sassuolo,1.5,3–1,1.6,Empoli,"10,183",Stadio Città del Tricolore,Federico La Penna,Match Report,https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats,https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats,https://fbref.com/en/matches/fa7d3c6d/Sassuolo-Empoli-September-21-2018-Serie-A,https://fbref.com/en/matches/fa7d3c6d/Sassuolo-Empoli-September-21-2018-Serie-A
ISA,5,Sat,2018-09-22,15:00 (21:00),Parma,2.1,2–0,1.4,Cagliari,"14,852",Stadio Ennio Tardini,Giampaolo Calvarese,Match Report,https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats,https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats,https://fbref.com/en/matches/976466b0/Parma-Cagliari-September-22-2018-Serie-A,https://fbref.com/en/matches/976466b0/Parma-Cagliari-September-22-2018-Serie-A
ISA,5,Sat,2018-09-22,18:00 (00:00),Fiorentina,1.5,3–0,0.8,SPAL,"30,068",Stadio Artemio Franchi,Davide Ghersini,Match Report,https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats,https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats,https://fbref.com/en/matches/85a325de/Fiorentina-SPAL-September-22-2018-Serie-A,https://fbref.com/en/matches/85a325de/Fiorentina-SPAL-September-22-2018-Serie-A
ISA,5,Sat,2018-09-22,20:30 (02:30),Sampdoria,0.7,0–1,0.9,Inter,"22,835",Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats,https://fbref.com/en/matches/311dafe4/Sampdoria-Internazionale-September-22-2018-Serie-A,https://fbref.com/en/matches/311dafe4/Sampdoria-Internazionale-September-22-2018-Serie-A
ISA,5,Sun,2018-09-23,12:30 (18:30),Torino,1.3,1–3,1.8,Napoli,"22,655",Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats,https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats,https://fbref.com/en/matches/5c05a806/Torino-Napoli-September-23-2018-Serie-A,https://fbref.com/en/matches/5c05a806/Torino-Napoli-September-23-2018-Serie-A
ISA,5,Sun,2018-09-23,15:00 (21:00),Chievo,1.7,0–2,1.7,Udinese,"10,000",Stadio Marc'Antonio Bentegodi,Luca Pairetto,Match Report,https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats,https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats,https://fbref.com/en/matches/bbc47e50/Chievo-Udinese-September-23-2018-Serie-A,https://fbref.com/en/matches/bbc47e50/Chievo-Udinese-September-23-2018-Serie-A
ISA,5,Sun,2018-09-23,15:00 (21:00),Lazio,2.7,4–1,0.9,Genoa,"30,000",Stadio Olimpico,Rosario Abisso,Match Report,https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats,https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats,https://fbref.com/en/matches/6c773dd6/Lazio-Genoa-September-23-2018-Serie-A,https://fbref.com/en/matches/6c773dd6/Lazio-Genoa-September-23-2018-Serie-A
ISA,5,Sun,2018-09-23,15:00 (21:00),Bologna,1.8,2–0,2.9,Roma,"20,067",Stadio Renato Dall'Ara,Davide Massa,Match Report,https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats,https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats,https://fbref.com/en/matches/6d33bbb0/Bologna-Roma-September-23-2018-Serie-A,https://fbref.com/en/matches/6d33bbb0/Bologna-Roma-September-23-2018-Serie-A
ISA,5,Sun,2018-09-23,18:00 (00:00),Milan,2.0,2–2,2.2,Atalanta,"51,684",Stadio Giuseppe Meazza,Daniele Doveri,Match Report,https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats,https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats,https://fbref.com/en/matches/f06bb875/Milan-Atalanta-September-23-2018-Serie-A,https://fbref.com/en/matches/f06bb875/Milan-Atalanta-September-23-2018-Serie-A
ISA,5,Sun,2018-09-23,20:30 (02:30),Frosinone,0.1,0–2,2.2,Juventus,"16,000",Stadio Benito Stirpe,Piero Giacomelli,Match Report,https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats,https://fbref.com/en/matches/37d02d43/Frosinone-Juventus-September-23-2018-Serie-A,https://fbref.com/en/matches/37d02d43/Frosinone-Juventus-September-23-2018-Serie-A
ISA,6,Tue,2018-09-25,21:00 (03:00),Inter,2.2,2–1,1.3,Fiorentina,"55,840",Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats,https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats,https://fbref.com/en/matches/cc3de56b/Internazionale-Fiorentina-September-25-2018-Serie-A,https://fbref.com/en/matches/cc3de56b/Internazionale-Fiorentina-September-25-2018-Serie-A
ISA,6,Wed,2018-09-26,19:00 (01:00),Udinese,0.6,1–2,1.0,Lazio,"19,455",Dacia Arena,Fabio Maresca,Match Report,https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats,https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats,https://fbref.com/en/matches/55e64680/Udinese-Lazio-September-26-2018-Serie-A,https://fbref.com/en/matches/55e64680/Udinese-Lazio-September-26-2018-Serie-A
ISA,6,Wed,2018-09-26,21:00 (03:00),Atalanta,0.8,0–0,0.2,Torino,"18,144",Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats,https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats,https://fbref.com/en/matches/e4017e17/Atalanta-Torino-September-26-2018-Serie-A,https://fbref.com/en/matches/e4017e17/Atalanta-Torino-September-26-2018-Serie-A
ISA,6,Wed,2018-09-26,21:00 (03:00),Genoa,1.2,2–0,1.3,Chievo,"18,969",Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats,https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats,https://fbref.com/en/matches/539bea82/Genoa-Chievo-September-26-2018-Serie-A,https://fbref.com/en/matches/539bea82/Genoa-Chievo-September-26-2018-Serie-A
ISA,6,Wed,2018-09-26,21:00 (03:00),Roma,2.8,4–0,1.0,Frosinone,"34,380",Stadio Olimpico,Marco Di Bello,Match Report,https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats,https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,https://fbref.com/en/matches/8ab82da5/Roma-Frosinone-September-26-2018-Serie-A,https://fbref.com/en/matches/8ab82da5/Roma-Frosinone-September-26-2018-Serie-A
ISA,6,Wed,2018-09-26,21:00 (03:00),Juventus,1.1,2–0,0.5,Bologna,"38,472",Allianz Stadium,Maurizio Mariani,Match Report,https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats,https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats,https://fbref.com/en/matches/c541e5e5/Juventus-Bologna-September-26-2018-Serie-A,https://fbref.com/en/matches/c541e5e5/Juventus-Bologna-September-26-2018-Serie-A
ISA,6,Wed,2018-09-26,21:00 (03:00),Napoli,3.4,3–0,0.1,Parma,"29,354",Stadio San Paolo,Daniele Doveri,Match Report,https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats,https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats,https://fbref.com/en/matches/3e70776d/Napoli-Parma-September-26-2018-Serie-A,https://fbref.com/en/matches/3e70776d/Napoli-Parma-September-26-2018-Serie-A
ISA,6,Wed,2018-09-26,21:00 (03:00),Cagliari,0.8,0–0,2.6,Sampdoria,"14,038",Sardegna Arena,Gianluca Rocchi,Match Report,https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats,https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,https://fbref.com/en/matches/5735413c/Cagliari-Sampdoria-September-26-2018-Serie-A,https://fbref.com/en/matches/5735413c/Cagliari-Sampdoria-September-26-2018-Serie-A
ISA,6,Thu,2018-09-27,19:00 (01:00),SPAL,1.2,0–2,2.1,Sassuolo,"13,945",Stadio Paolo Mazza,Eugenio Abbattista,Match Report,https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats,https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats,https://fbref.com/en/matches/0b869122/SPAL-Sassuolo-September-27-2018-Serie-A,https://fbref.com/en/matches/0b869122/SPAL-Sassuolo-September-27-2018-Serie-A
