date,match_link,home,away,home_elo,away_elo
2020-09-19,https://fbref.com/en/matches/34e95e35/Fiorentina-Torino-September-19-2020-Serie-A,Fiorentina,Torino,1639.34924316,1582.67346191
2020-09-19,https://fbref.com/en/matches/e0a20cfe/Hellas-Verona-Roma-September-19-2020-Serie-A,Hellas Verona,Roma,1545.70458984,1744.70361328
2020-09-20,https://fbref.com/en/matches/a3e10e13/Parma-Napoli-September-20-2020-Serie-A,Parma,Napoli,1579.25183105,1760.47473145
2020-09-20,https://fbref.com/en/matches/640f64f3/Genoa-Crotone-September-20-2020-Serie-A,Genoa,Crotone,1548.00085449,1504.18908691
2020-09-20,https://fbref.com/en/matches/e2711951/Sassuolo-Cagliari-September-20-2020-Serie-A,Sassuolo,Cagliari,1632.94018555,1579.47949219
2020-09-20,https://fbref.com/en/matches/bd0688ef/Juventus-Sampdoria-September-20-2020-Serie-A,Juventus,Sampdoria,1835.20446777,1586.01220703
2020-09-21,https://fbref.com/en/matches/3019a52b/Milan-Bologna-September-21-2020-Serie-A,Milan,Bologna,1763.88500977,1581.77075195
2020-09-26,https://fbref.com/en/matches/63e992fa/Torino-Atalanta-September-26-2020-Serie-A,Torino,Atalanta,1577.51672363,1823.28552246
2020-09-26,https://fbref.com/en/matches/68fb3c72/Cagliari-Lazio-September-26-2020-Serie-A,Cagliari,Lazio,1582.6340332,1726.50280762
2020-09-26,https://fbref.com/en/matches/0505790f/Sampdoria-Benevento-September-26-2020-Serie-A,Sampdoria,Benevento,1582.70617676,1547.14794922
2020-09-26,https://fbref.com/en/matches/87f435d8/Internazionale-Fiorentina-September-26-2020-Serie-A,Inter,Fiorentina,1838.96960449,1645.10644531
2020-09-27,https://fbref.com/en/matches/f35a0315/Spezia-Sassuolo-September-27-2020-Serie-A,Spezia,Sassuolo,1454.57946777,1631.04846191
2020-09-27,https://fbref.com/en/matches/671a6bea/Hellas-Verona-Udinese-September-27-2020-Serie-A,Hellas Verona,Udinese,1550.10070801,1592.90539551
2020-09-27,https://fbref.com/en/matches/28218c1b/Napoli-Genoa-September-27-2020-Serie-A,Napoli,Genoa,1767.1784668,1558.15087891
2020-09-27,https://fbref.com/en/matches/25339616/Crotone-Milan-September-27-2020-Serie-A,Crotone,Milan,1495.30187988,1770.58093262
2020-09-27,https://fbref.com/en/matches/813850ed/Roma-Juventus-September-27-2020-Serie-A,Roma,Juventus,1741.57043457,1839.7734375
2020-09-28,https://fbref.com/en/matches/ddc857bc/Bologna-Parma-September-28-2020-Serie-A,Bologna,Parma,1577.84790039,1572.8482666
2020-09-30,https://fbref.com/en/matches/5ca8fe51/Udinese-Spezia-September-30-2020-Serie-A,Udinese,Spezia,1593.56774902,1454.57946777
2020-09-30,https://fbref.com/en/matches/1d2d65d6/Benevento-Internazionale-September-30-2020-Serie-A,Benevento,Inter,1547.14794922,1839.63208008
2020-09-30,https://fbref.com/en/matches/895c84f1/Lazio-Atalanta-September-30-2020-Serie-A,Lazio,Atalanta,1734.99291992,1823.94787598
2020-10-02,https://fbref.com/en/matches/853ed5b4/Fiorentina-Sampdoria-October-2-2020-Serie-A,Fiorentina,Sampdoria,1642.95117188,1573.22888184
2020-10-03,https://fbref.com/en/matches/4898e655/Sassuolo-Crotone-October-3-2020-Serie-A,Sassuolo,Crotone,1637.51672363,1491.10119629
2020-10-03,https://fbref.com/en/matches/2652d66f/Udinese-Roma-October-3-2020-Serie-A,Udinese,Roma,1567.41491699,1743.04980469
2020-10-04,https://fbref.com/en/matches/27a44970/Atalanta-Cagliari-October-4-2020-Serie-A,Atalanta,Cagliari,1840.01171875,1575.46887207
2020-10-04,https://fbref.com/en/matches/f89e07c4/Lazio-Internazionale-October-4-2020-Serie-A,Lazio,Inter,1723.68554688,1847.28015137
2020-10-04,https://fbref.com/en/matches/0ef09e99/Parma-Hellas-Verona-October-4-2020-Serie-A,Parma,Hellas Verona,1561.96337891,1558.93847656
2020-10-04,https://fbref.com/en/matches/04102e2d/Benevento-Bologna-October-4-2020-Serie-A,Benevento,Bologna,1552.45715332,1590.05773926
2020-10-04,https://fbref.com/en/matches/a812c1ea/Milan-Spezia-October-4-2020-Serie-A,Milan,Spezia,1774.78161621,1464.35046387
2020-10-17,https://fbref.com/en/matches/804e3527/Napoli-Atalanta-October-17-2020-Serie-A,Napoli,Atalanta,1772.50610352,1838.27355957
