date,match_link,home,away,home_elo,away_elo
2019-08-24,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Juventus,1500.7142334,1870.22033691
2019-08-24,https://fbref.com/en/matches/de16a772/Fiorentina-Napoli-August-24-2019-Serie-A,Fiorentina,Napoli,1593.89379883,1805.58203125
2019-08-25,https://fbref.com/en/matches/5d32941f/Udinese-Milan-August-25-2019-Serie-A,Udinese,Milan,1563.6295166,1713.04663086
2019-08-25,https://fbref.com/en/matches/6237b77f/Torino-Sassuolo-August-25-2019-Serie-A,Torino,Sassuolo,1689.4083252,1567.81262207
2019-08-25,https://fbref.com/en/matches/0326af7e/SPAL-Atalanta-August-25-2019-Serie-A,SPAL,Atalanta,1552.5958252,1746.12548828
2019-08-25,https://fbref.com/en/matches/3ac8069d/Roma-Genoa-August-25-2019-Serie-A,Roma,Genoa,1746.67614746,1539.51062012
2019-08-25,https://fbref.com/en/matches/fb06cc65/Cagliari-Brescia-August-25-2019-Serie-A,Cagliari,Brescia,1534.32543945,1475.09484863
2019-08-25,https://fbref.com/en/matches/a8b82bb0/Hellas-Verona-Bologna-August-25-2019-Serie-A,Hellas Verona,Bologna,1431.97106934,1574.69616699
2019-08-25,https://fbref.com/en/matches/de72f334/Sampdoria-Lazio-August-25-2019-Serie-A,Sampdoria,Lazio,1607.97717285,1657.89282227
2019-08-26,https://fbref.com/en/matches/813ea7be/Internazionale-Lecce-August-26-2019-Serie-A,Inter,Lecce,1729.36889648,1457.78613281
2019-08-30,https://fbref.com/en/matches/ba549b1e/Bologna-SPAL-August-30-2019-Serie-A,Bologna,SPAL,1569.40307617,1544.44726562
2019-08-31,https://fbref.com/en/matches/27c01148/Milan-Brescia-August-31-2019-Serie-A,Milan,Brescia,1698.23864746,1483.15380859
2019-08-31,https://fbref.com/en/matches/14afe9c6/Juventus-Napoli-August-31-2019-Serie-A,Juventus,Napoli,1869.08911133,1805.66491699
2019-09-01,https://fbref.com/en/matches/5f3fe07d/Lazio-Roma-September-1-2019-Serie-A,Lazio,Roma,1672.46240234,1738.64416504
2019-09-01,https://fbref.com/en/matches/e55b020e/Atalanta-Torino-September-1-2019-Serie-A,Atalanta,Torino,1749.67346191,1687.89916992
2019-09-01,https://fbref.com/en/matches/5dba4b71/Cagliari-Internazionale-September-1-2019-Serie-A,Cagliari,Inter,1519.71728516,1731.26696777
2019-09-01,https://fbref.com/en/matches/a9c723e3/Lecce-Hellas-Verona-September-1-2019-Serie-A,Lecce,Hellas Verona,1451.28747559,1430.71496582
2019-09-01,https://fbref.com/en/matches/2b67d770/Udinese-Parma-September-1-2019-Serie-A,Udinese,Parma,1570.56237793,1495.29638672
2019-09-01,https://fbref.com/en/matches/355e9742/Genoa-Fiorentina-September-1-2019-Serie-A,Genoa,Fiorentina,1542.9420166,1585.93579102
2019-09-01,https://fbref.com/en/matches/1dea6b5e/Sassuolo-Sampdoria-September-1-2019-Serie-A,Sassuolo,Sampdoria,1560.98730469,1593.40759277
2019-09-14,https://fbref.com/en/matches/79509455/Fiorentina-Juventus-September-14-2019-Serie-A,Fiorentina,Juventus,1584.60986328,1867.76306152
2019-09-14,https://fbref.com/en/matches/a47ce106/Napoli-Sampdoria-September-14-2019-Serie-A,Napoli,Sampdoria,1800.78210449,1592.08166504
2019-09-14,https://fbref.com/en/matches/a56b68f2/Internazionale-Udinese-September-14-2019-Serie-A,Inter,Udinese,1731.26696777,1569.23632812
2019-09-15,https://fbref.com/en/matches/7fb132b4/Genoa-Atalanta-September-15-2019-Serie-A,Genoa,Atalanta,1541.6159668,1738.3626709
2019-09-15,https://fbref.com/en/matches/c88fa28b/Parma-Cagliari-September-15-2019-Serie-A,Parma,Cagliari,1493.97033691,1518.39135742
2019-09-15,https://fbref.com/en/matches/3d263c0c/Brescia-Bologna-September-15-2019-Serie-A,Brescia,Bologna,1481.82775879,1568.07702637
2019-09-15,https://fbref.com/en/matches/6d0c347f/SPAL-Lazio-September-15-2019-Serie-A,SPAL,Lazio,1543.12121582,1671.13647461
2019-09-15,https://fbref.com/en/matches/ab5a64e6/Roma-Sassuolo-September-15-2019-Serie-A,Roma,Sassuolo,1738.64416504,1559.66137695
2019-09-15,https://fbref.com/en/matches/798a19ce/Hellas-Verona-Milan-September-15-2019-Serie-A,Hellas Verona,Milan,1429.38903809,1700.44287109
2019-09-16,https://fbref.com/en/matches/fb27614b/Torino-Lecce-September-16-2019-Serie-A,Torino,Lecce,1699.21008301,1449.96154785
2019-09-20,https://fbref.com/en/matches/7b837163/Cagliari-Genoa-September-20-2019-Serie-A,Cagliari,Genoa,1527.42419434,1543.86950684
2019-09-21,https://fbref.com/en/matches/d5dc14b8/Udinese-Brescia-September-21-2019-Serie-A,Udinese,Brescia,1549.77246094,1472.1673584
2019-09-21,https://fbref.com/en/matches/c6a08826/Juventus-Hellas-Verona-September-21-2019-Serie-A,Juventus,Hellas Verona,1869.24926758,1436.06066895
2019-09-21,https://fbref.com/en/matches/8d99b6b9/Derby-della-Madonnina-Milan-Internazionale-September-21-2019-Serie-A,Milan,Inter,1702.82067871,1734.04772949
2019-09-22,https://fbref.com/en/matches/af15f020/Sassuolo-SPAL-September-22-2019-Serie-A,Sassuolo,SPAL,1567.59204102,1547.02124023
2019-09-22,https://fbref.com/en/matches/d110cc88/Lecce-Napoli-September-22-2019-Serie-A,Lecce,Napoli,1454.61743164,1821.05004883
2019-09-22,https://fbref.com/en/matches/48229e4d/Bologna-Roma-September-22-2019-Serie-A,Bologna,Roma,1581.06726074,1746.48620605
2019-09-22,https://fbref.com/en/matches/847fbff1/Sampdoria-Torino-September-22-2019-Serie-A,Sampdoria,Torino,1577.01416016,1682.77807617
2019-09-22,https://fbref.com/en/matches/ab7e6f6a/Atalanta-Fiorentina-September-22-2019-Serie-A,Atalanta,Fiorentina,1727.94128418,1582.89672852
2019-09-22,https://fbref.com/en/matches/38ef4b7d/Lazio-Parma-September-22-2019-Serie-A,Lazio,Parma,1661.37756348,1496.82763672
2019-09-24,https://fbref.com/en/matches/98d312ac/Hellas-Verona-Udinese-September-24-2019-Serie-A,Hellas Verona,Udinese,1434.82226562,1548.53405762
2019-09-24,https://fbref.com/en/matches/4317b763/Brescia-Juventus-September-24-2019-Serie-A,Brescia,Juventus,1470.92895508,1868.01086426
2019-09-25,https://fbref.com/en/matches/95b95a98/Roma-Atalanta-September-25-2019-Serie-A,Roma,Atalanta,1746.48620605,1726.70288086
2019-09-25,https://fbref.com/en/matches/bed42d99/Parma-Sassuolo-September-25-2019-Serie-A,Parma,Sassuolo,1495.5892334,1566.3536377
2019-09-25,https://fbref.com/en/matches/7e76d4d6/Internazionale-Lazio-September-25-2019-Serie-A,Inter,Lazio,1745.71936035,1651.55664062
2019-09-25,https://fbref.com/en/matches/a7d7a94e/SPAL-Lecce-September-25-2019-Serie-A,SPAL,Lecce,1545.78283691,1453.37902832
2019-09-25,https://fbref.com/en/matches/1fb0e314/Fiorentina-Sampdoria-September-25-2019-Serie-A,Fiorentina,Sampdoria,1581.6583252,1575.77575684
2019-09-25,https://fbref.com/en/matches/5a8c1572/Napoli-Cagliari-September-25-2019-Serie-A,Napoli,Cagliari,1819.81164551,1526.18566895
2019-09-25,https://fbref.com/en/matches/5dd39b2c/Genoa-Bologna-September-25-2019-Serie-A,Genoa,Bologna,1542.63110352,1579.82885742
2019-09-26,https://fbref.com/en/matches/b3269aca/Torino-Milan-September-26-2019-Serie-A,Torino,Milan,1682.77807617,1702.82067871
2019-09-28,https://fbref.com/en/matches/0d46187e/Juventus-SPAL-September-28-2019-Serie-A,Juventus,SPAL,1868.68249512,1535.73449707
2019-09-28,https://fbref.com/en/matches/a1177e74/Sampdoria-Internazionale-September-28-2019-Serie-A,Sampdoria,Inter,1584.81530762,1750.09179688
2019-09-28,https://fbref.com/en/matches/c822ab60/Sassuolo-Atalanta-September-28-2019-Serie-A,Sassuolo,Atalanta,1576.40197754,1721.28173828
2019-09-29,https://fbref.com/en/matches/86a3ee41/Napoli-Brescia-September-29-2019-Serie-A,Napoli,Brescia,1807.73535156,1482.5892334
2019-09-29,https://fbref.com/en/matches/4c786abf/Lecce-Roma-September-29-2019-Serie-A,Lecce,Roma,1449.99621582,1737.05603027
2019-09-29,https://fbref.com/en/matches/1ace8aaa/Udinese-Bologna-September-29-2019-Serie-A,Udinese,Bologna,1536.8737793,1574.42358398
2019-09-29,https://fbref.com/en/matches/d62041b9/Lazio-Genoa-September-29-2019-Serie-A,Lazio,Genoa,1655.93908691,1532.96875
2019-09-29,https://fbref.com/en/matches/527484ae/Cagliari-Hellas-Verona-September-29-2019-Serie-A,Cagliari,Hellas Verona,1535.84790039,1434.15063477
2019-09-29,https://fbref.com/en/matches/ec745de3/Milan-Fiorentina-September-29-2019-Serie-A,Milan,Fiorentina,1683.06494141,1593.32141113
