week,day,date,time,home,home_xg,score,away_xg,away,attendance,venue,referee,match_report,home_link,away_link,match_link,report_link
15,Sat,2020-12-26,20:00 (04:00),Sheffield Utd,1.2,0–1,0.7,Everton,,Bramall Lane,David Coote,Match Report,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats,https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats,https://fbref.com/en/matches/870d9436/Sheffield-United-Everton-December-26-2020-Premier-League,https://fbref.com/en/matches/870d9436/Sheffield-United-Everton-December-26-2020-Premier-League
15,Sat,2020-12-26,20:00 (04:00),Manchester City,1.8,2–0,0.3,Newcastle Utd,,Etihad Stadium,Andre Marriner,Match Report,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,https://fbref.com/en/matches/c1c40b30/Manchester-City-Newcastle-United-December-26-2020-Premier-League,https://fbref.com/en/matches/c1c40b30/Manchester-City-Newcastle-United-December-26-2020-Premier-League
15,Sun,2020-12-27,12:00 (20:00),Leeds United,1.8,1–0,1.1,Burnley,,Elland Road,Robert Jones,Match Report,https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats,https://fbref.com/en/matches/d54f6293/Leeds-United-Burnley-December-27-2020-Premier-League,https://fbref.com/en/matches/d54f6293/Leeds-United-Burnley-December-27-2020-Premier-League
15,Sun,2020-12-27,14:15 (22:15),West Ham,1.2,2–2,1.2,Brighton,,London Stadium,Simon Hooper,Match Report,https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/matches/7ba8c6e9/West-Ham-United-Brighton-and-Hove-Albion-December-27-2020-Premier-League,https://fbref.com/en/matches/7ba8c6e9/West-Ham-United-Brighton-and-Hove-Albion-December-27-2020-Premier-League
15,Sun,2020-12-27,16:30 (00:30),Liverpool,1.6,1–1,0.5,West Brom,"2,000",Anfield,Kevin Friend,Match Report,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/daa09f69/Liverpool-West-Bromwich-Albion-December-27-2020-Premier-League,https://fbref.com/en/matches/daa09f69/Liverpool-West-Bromwich-Albion-December-27-2020-Premier-League
15,Sun,2020-12-27,19:15 (03:15),Wolves,1.0,1–1,0.4,Tottenham,,Molineux Stadium,Paul Tierney,Match Report,https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats,https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/f50faef3/Wolverhampton-Wanderers-Tottenham-Hotspur-December-27-2020-Premier-League,https://fbref.com/en/matches/f50faef3/Wolverhampton-Wanderers-Tottenham-Hotspur-December-27-2020-Premier-League
16,Mon,2020-12-28,15:00 (23:00),Crystal Palace,0.5,1–1,1.8,Leicester City,,Selhurst Park,Graham Scott,Match Report,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats,https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats,https://fbref.com/en/matches/77437741/Crystal-Palace-Leicester-City-December-28-2020-Premier-League,https://fbref.com/en/matches/77437741/Crystal-Palace-Leicester-City-December-28-2020-Premier-League
16,Mon,2020-12-28,17:30 (01:30),Chelsea,1.4,1–1,0.8,Aston Villa,,Stamford Bridge,Stuart Attwell,Match Report,https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats,https://fbref.com/en/matches/ac7d1071/Chelsea-Aston-Villa-December-28-2020-Premier-League,https://fbref.com/en/matches/ac7d1071/Chelsea-Aston-Villa-December-28-2020-Premier-League
16,Tue,2020-12-29,18:00 (02:00),Southampton,0.5,0–0,0.9,West Ham,,St. Mary's Stadium,Andy Madley,Match Report,https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats,https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats,https://fbref.com/en/matches/7577b54b/Southampton-West-Ham-United-December-29-2020-Premier-League,https://fbref.com/en/matches/7577b54b/Southampton-West-Ham-United-December-29-2020-Premier-League
16,Tue,2020-12-29,18:00 (02:00),West Brom,0.6,0–5,0.9,Leeds United,,The Hawthorns,Lee Mason,Match Report,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats,https://fbref.com/en/matches/21f2b720/West-Bromwich-Albion-Leeds-United-December-29-2020-Premier-League,https://fbref.com/en/matches/21f2b720/West-Bromwich-Albion-Leeds-United-December-29-2020-Premier-League
16,Tue,2020-12-29,18:00 (02:00),Brighton,0.8,0–1,1.2,Arsenal,,The American Express Community Stadium,Martin Atkinson,Match Report,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats,https://fbref.com/en/matches/fdca0bef/Brighton-and-Hove-Albion-Arsenal-December-29-2020-Premier-League,https://fbref.com/en/matches/fdca0bef/Brighton-and-Hove-Albion-Arsenal-December-29-2020-Premier-League
16,Tue,2020-12-29,18:00 (02:00),Burnley,0.8,1–0,0.4,Sheffield Utd,,Turf Moor,Chris Kavanagh,Match Report,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats,https://fbref.com/en/matches/b33de500/Burnley-Sheffield-United-December-29-2020-Premier-League,https://fbref.com/en/matches/b33de500/Burnley-Sheffield-United-December-29-2020-Premier-League
16,Tue,2020-12-29,20:00 (04:00),Manchester Utd,1.3,1–0,0.4,Wolves,,Old Trafford,Jonathan Moss,Match Report,https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats,https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats,https://fbref.com/en/matches/a8d659e4/Manchester-United-Wolverhampton-Wanderers-December-29-2020-Premier-League,https://fbref.com/en/matches/a8d659e4/Manchester-United-Wolverhampton-Wanderers-December-29-2020-Premier-League
16,Wed,2020-12-30,20:00 (04:00),Newcastle Utd,0.3,0–0,1.1,Liverpool,,St. James' Park,Paul Tierney,Match Report,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats,https://fbref.com/en/matches/385cda3f/Newcastle-United-Liverpool-December-30-2020-Premier-League,https://fbref.com/en/matches/385cda3f/Newcastle-United-Liverpool-December-30-2020-Premier-League
17,Fri,2021-01-01,17:30 (01:30),Everton,0.3,0–1,1.3,West Ham,,Goodison Park,Kevin Friend,Match Report,https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats,https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats,https://fbref.com/en/matches/0cd189c5/Everton-West-Ham-United-January-1-2021-Premier-League,https://fbref.com/en/matches/0cd189c5/Everton-West-Ham-United-January-1-2021-Premier-League
17,Fri,2021-01-01,20:00 (04:00),Manchester Utd,1.9,2–1,1.6,Aston Villa,,Old Trafford,Michael Oliver,Match Report,https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats,https://fbref.com/en/matches/0ae3a66d/Manchester-United-Aston-Villa-January-1-2021-Premier-League,https://fbref.com/en/matches/0ae3a66d/Manchester-United-Aston-Villa-January-1-2021-Premier-League
17,Sat,2021-01-02,12:30 (20:30),Tottenham,2.6,3–0,1.0,Leeds United,,Tottenham Hotspur Stadium,David Coote,Match Report,https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats,https://fbref.com/en/matches/93463aad/Tottenham-Hotspur-Leeds-United-January-2-2021-Premier-League,https://fbref.com/en/matches/93463aad/Tottenham-Hotspur-Leeds-United-January-2-2021-Premier-League
17,Sat,2021-01-02,15:00 (23:00),Crystal Palace,0.6,2–0,0.3,Sheffield Utd,,Selhurst Park,Stuart Attwell,Match Report,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats,https://fbref.com/en/matches/84a373f5/Crystal-Palace-Sheffield-United-January-2-2021-Premier-League,https://fbref.com/en/matches/84a373f5/Crystal-Palace-Sheffield-United-January-2-2021-Premier-League
17,Sat,2021-01-02,17:30 (01:30),Brighton,1.7,3–3,1.7,Wolves,,The American Express Community Stadium,Andy Madley,Match Report,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats,https://fbref.com/en/matches/abeb80b7/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-January-2-2021-Premier-League,https://fbref.com/en/matches/abeb80b7/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-January-2-2021-Premier-League
17,Sat,2021-01-02,20:00 (04:00),West Brom,0.4,0–4,3.3,Arsenal,,The Hawthorns,Martin Atkinson,Match Report,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats,https://fbref.com/en/matches/a56531b0/West-Bromwich-Albion-Arsenal-January-2-2021-Premier-League,https://fbref.com/en/matches/a56531b0/West-Bromwich-Albion-Arsenal-January-2-2021-Premier-League
17,Sun,2021-01-03,14:15 (22:15),Newcastle Utd,0.2,1–2,0.9,Leicester City,,St. James' Park,Robert Jones,Match Report,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats,https://fbref.com/en/matches/4c205b24/Newcastle-United-Leicester-City-January-3-2021-Premier-League,https://fbref.com/en/matches/4c205b24/Newcastle-United-Leicester-City-January-3-2021-Premier-League
17,Sun,2021-01-03,16:30 (00:30),Chelsea,0.8,1–3,2.4,Manchester City,,Stamford Bridge,Anthony Taylor,Match Report,https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats,https://fbref.com/en/matches/85507602/Chelsea-Manchester-City-January-3-2021-Premier-League,https://fbref.com/en/matches/85507602/Chelsea-Manchester-City-January-3-2021-Premier-League
17,Mon,2021-01-04,20:00 (04:00),Southampton,0.6,1–0,1.1,Liverpool,,St. Mary's Stadium,Andre Marriner,Match Report,https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats,https://fbref.com/en/matches/d0482032/Southampton-Liverpool-January-4-2021-Premier-League,https://fbref.com/en/matches/d0482032/Southampton-Liverpool-January-4-2021-Premier-League
18,Tue,2021-01-12,18:00 (02:00),Sheffield Utd,1.8,1–0,0.5,Newcastle Utd,,Bramall Lane,Andy Madley,Match Report,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,https://fbref.com/en/matches/18ccfdb9/Sheffield-United-Newcastle-United-January-12-2021-Premier-League,https://fbref.com/en/matches/18ccfdb9/Sheffield-United-Newcastle-United-January-12-2021-Premier-League
1,Tue,2021-01-12,20:15 (04:15),Burnley,0.9,0–1,1.2,Manchester Utd,,Turf Moor,Kevin Friend,Match Report,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats,https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats,https://fbref.com/en/matches/2c8aa556/Burnley-Manchester-United-January-12-2021-Premier-League,https://fbref.com/en/matches/2c8aa556/Burnley-Manchester-United-January-12-2021-Premier-League
18,Tue,2021-01-12,20:15 (04:15),Wolves,1.0,1–2,0.6,Everton,,Molineux Stadium,Martin Atkinson,Match Report,https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats,https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats,https://fbref.com/en/matches/8cbb9119/Wolverhampton-Wanderers-Everton-January-12-2021-Premier-League,https://fbref.com/en/matches/8cbb9119/Wolverhampton-Wanderers-Everton-January-12-2021-Premier-League
18,Wed,2021-01-13,18:00 (02:00),Manchester City,2.6,1–0,0.2,Brighton,,Etihad Stadium,Darren England,Match Report,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/matches/9926f1f0/Manchester-City-Brighton-and-Hove-Albion-January-13-2021-Premier-League,https://fbref.com/en/matches/9926f1f0/Manchester-City-Brighton-and-Hove-Albion-January-13-2021-Premier-League
16,Wed,2021-01-13,20:15 (04:15),Tottenham,2.3,1–1,0.9,Fulham,,Tottenham Hotspur Stadium,Paul Tierney,Match Report,https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats,https://fbref.com/en/matches/fcad17a1/Tottenham-Hotspur-Fulham-January-13-2021-Premier-League,https://fbref.com/en/matches/fcad17a1/Tottenham-Hotspur-Fulham-January-13-2021-Premier-League
18,Thu,2021-01-14,20:00 (04:00),Arsenal,0.6,0–0,0.9,Crystal Palace,,Emirates Stadium,Andre Marriner,Match Report,https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats,https://fbref.com/en/matches/0476b43a/Arsenal-Crystal-Palace-January-14-2021-Premier-League,https://fbref.com/en/matches/0476b43a/Arsenal-Crystal-Palace-January-14-2021-Premier-League
19,Sat,2021-01-16,12:30 (20:30),Wolves,2.2,2–3,2.3,West Brom,,Molineux Stadium,Michael Oliver,Match Report,https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/93420516/Wolverhampton-Wanderers-West-Bromwich-Albion-January-16-2021-Premier-League,https://fbref.com/en/matches/93420516/Wolverhampton-Wanderers-West-Bromwich-Albion-January-16-2021-Premier-League
19,Sat,2021-01-16,15:00 (23:00),Leeds United,0.3,0–1,1.3,Brighton,,Elland Road,Kevin Friend,Match Report,https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/matches/ade7aac2/Leeds-United-Brighton-and-Hove-Albion-January-16-2021-Premier-League,https://fbref.com/en/matches/ade7aac2/Leeds-United-Brighton-and-Hove-Albion-January-16-2021-Premier-League
19,Sat,2021-01-16,15:00 (23:00),West Ham,1.7,1–0,0.5,Burnley,,London Stadium,Chris Kavanagh,Match Report,https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats,https://fbref.com/en/matches/1b06e352/West-Ham-United-Burnley-January-16-2021-Premier-League,https://fbref.com/en/matches/1b06e352/West-Ham-United-Burnley-January-16-2021-Premier-League
19,Sat,2021-01-16,17:30 (01:30),Fulham,0.8,0–1,1.5,Chelsea,,Craven Cottage,Peter Bankes,Match Report,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats,https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats,https://fbref.com/en/matches/714c642d/Fulham-Chelsea-January-16-2021-Premier-League,https://fbref.com/en/matches/714c642d/Fulham-Chelsea-January-16-2021-Premier-League
19,Sat,2021-01-16,20:00 (04:00),Leicester City,2.1,2–0,0.8,Southampton,,King Power Stadium,Stuart Attwell,Match Report,https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats,https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats,https://fbref.com/en/matches/85d4ec49/Leicester-City-Southampton-January-16-2021-Premier-League,https://fbref.com/en/matches/85d4ec49/Leicester-City-Southampton-January-16-2021-Premier-League
19,Sun,2021-01-17,14:00 (22:00),Sheffield Utd,0.7,1–3,1.2,Tottenham,,Bramall Lane,Andre Marriner,Match Report,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats,https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats,https://fbref.com/en/matches/c52b1c4f/Sheffield-United-Tottenham-Hotspur-January-17-2021-Premier-League,https://fbref.com/en/matches/c52b1c4f/Sheffield-United-Tottenham-Hotspur-January-17-2021-Premier-League
19,Sun,2021-01-17,16:30 (00:30),Liverpool,1.7,0–0,0.9,Manchester Utd,,Anfield,Paul Tierney,Match Report,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats,https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats,https://fbref.com/en/matches/7e1384ef/North-West-Derby-Liverpool-Manchester-United-January-17-2021-Premier-League,https://fbref.com/en/matches/7e1384ef/North-West-Derby-Liverpool-Manchester-United-January-17-2021-Premier-League
19,Sun,2021-01-17,19:15 (03:15),Manchester City,0.9,4–0,0.0,Crystal Palace,,Etihad Stadium,Lee Mason,Match Report,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats,https://fbref.com/en/matches/15d2f67c/Manchester-City-Crystal-Palace-January-17-2021-Premier-League,https://fbref.com/en/matches/15d2f67c/Manchester-City-Crystal-Palace-January-17-2021-Premier-League
19,Mon,2021-01-18,20:00 (04:00),Arsenal,2.8,3–0,0.2,Newcastle Utd,,Emirates Stadium,David Coote,Match Report,https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,https://fbref.com/en/matches/620df215/Arsenal-Newcastle-United-January-18-2021-Premier-League,https://fbref.com/en/matches/620df215/Arsenal-Newcastle-United-January-18-2021-Premier-League
18,Tue,2021-01-19,18:00 (02:00),West Ham,1.3,2–1,0.4,West Brom,,London Stadium,Graham Scott,Match Report,https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats,https://fbref.com/en/matches/42daddbb/West-Ham-United-West-Bromwich-Albion-January-19-2021-Premier-League,https://fbref.com/en/matches/42daddbb/West-Ham-United-West-Bromwich-Albion-January-19-2021-Premier-League
18,Tue,2021-01-19,20:15 (04:15),Leicester City,1.2,2–0,0.8,Chelsea,,King Power Stadium,Craig Pawson,Match Report,https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats,https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats,https://fbref.com/en/matches/8467b110/Leicester-City-Chelsea-January-19-2021-Premier-League,https://fbref.com/en/matches/8467b110/Leicester-City-Chelsea-January-19-2021-Premier-League
1,Wed,2021-01-20,18:00 (02:00),Manchester City,4.3,2–0,0.8,Aston Villa,,Etihad Stadium,Jonathan Moss,Match Report,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats,https://fbref.com/en/matches/c9710420/Manchester-City-Aston-Villa-January-20-2021-Premier-League,https://fbref.com/en/matches/c9710420/Manchester-City-Aston-Villa-January-20-2021-Premier-League
18,Wed,2021-01-20,20:15 (04:15),Fulham,0.9,1–2,1.2,Manchester Utd,,Craven Cottage,Martin Atkinson,Match Report,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats,https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats,https://fbref.com/en/matches/2a3855db/Fulham-Manchester-United-January-20-2021-Premier-League,https://fbref.com/en/matches/2a3855db/Fulham-Manchester-United-January-20-2021-Premier-League
18,Thu,2021-01-21,20:00 (04:00),Liverpool,2.3,0–1,1.4,Burnley,,Anfield,Mike Dean,Match Report,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats,https://fbref.com/en/matches/787d11cc/Liverpool-Burnley-January-21-2021-Premier-League,https://fbref.com/en/matches/787d11cc/Liverpool-Burnley-January-21-2021-Premier-League
11,Sat,2021-01-23,20:00 (04:00),Aston Villa,1.8,2–0,0.6,Newcastle Utd,,Villa Park,Simon Hooper,Match Report,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,https://fbref.com/en/matches/b2143993/Aston-Villa-Newcastle-United-January-23-2021-Premier-League,https://fbref.com/en/matches/b2143993/Aston-Villa-Newcastle-United-January-23-2021-Premier-League
20,Tue,2021-01-26,18:00 (02:00),Newcastle Utd,1.4,1–2,0.9,Leeds United,,St. James' Park,Anthony Taylor,Match Report,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats,https://fbref.com/en/matches/831d8a36/Newcastle-United-Leeds-United-January-26-2021-Premier-League,https://fbref.com/en/matches/831d8a36/Newcastle-United-Leeds-United-January-26-2021-Premier-League
20,Tue,2021-01-26,18:00 (02:00),Crystal Palace,0.5,2–3,3.0,West Ham,,Selhurst Park,Stuart Attwell,Match Report,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats,https://fbref.com/en/squads/7c21e445/2020-2021/West-Ham-United-Stats,https://fbref.com/en/matches/aab6365d/Crystal-Palace-West-Ham-United-January-26-2021-Premier-League,https://fbref.com/en/matches/aab6365d/Crystal-Palace-West-Ham-United-January-26-2021-Premier-League
20,Tue,2021-01-26,20:15 (04:15),West Brom,0.4,0–5,2.0,Manchester City,,The Hawthorns,Chris Kavanagh,Match Report,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats,https://fbref.com/en/matches/83f7b656/West-Bromwich-Albion-Manchester-City-January-26-2021-Premier-League,https://fbref.com/en/matches/83f7b656/West-Bromwich-Albion-Manchester-City-January-26-2021-Premier-League
20,Tue,2021-01-26,20:15 (04:15),Southampton,1.2,1–3,2.0,Arsenal,,St. Mary's Stadium,Kevin Friend,Match Report,https://fbref.com/en/squads/33c895d4/2020-2021/Southampton-Stats,https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats,https://fbref.com/en/matches/ac54f8a6/Southampton-Arsenal-January-26-2021-Premier-League,https://fbref.com/en/matches/ac54f8a6/Southampton-Arsenal-January-26-2021-Premier-League
20,Wed,2021-01-27,18:00 (02:00),Burnley,0.5,3–2,2.1,Aston Villa,,Turf Moor,Paul Tierney,Match Report,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats,https://fbref.com/en/matches/f45d57b7/Burnley-Aston-Villa-January-27-2021-Premier-League,https://fbref.com/en/matches/f45d57b7/Burnley-Aston-Villa-January-27-2021-Premier-League
20,Wed,2021-01-27,18:00 (02:00),Chelsea,0.8,0–0,0.4,Wolves,,Stamford Bridge,Andy Madley,Match Report,https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats,https://fbref.com/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats,https://fbref.com/en/matches/42eeae0e/Chelsea-Wolverhampton-Wanderers-January-27-2021-Premier-League,https://fbref.com/en/matches/42eeae0e/Chelsea-Wolverhampton-Wanderers-January-27-2021-Premier-League
20,Wed,2021-01-27,19:30 (03:30),Brighton,2.0,0–0,1.0,Fulham,,The American Express Community Stadium,Craig Pawson,Match Report,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats,https://fbref.com/en/matches/ea5464bd/Brighton-and-Hove-Albion-Fulham-January-27-2021-Premier-League,https://fbref.com/en/matches/ea5464bd/Brighton-and-Hove-Albion-Fulham-January-27-2021-Premier-League
20,Wed,2021-01-27,20:15 (04:15),Manchester Utd,1.7,1–2,1.0,Sheffield Utd,,Old Trafford,Peter Bankes,Match Report,https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats,https://fbref.com/en/matches/6e963555/Manchester-United-Sheffield-United-January-27-2021-Premier-League,https://fbref.com/en/matches/6e963555/Manchester-United-Sheffield-United-January-27-2021-Premier-League
20,Wed,2021-01-27,20:15 (04:15),Everton,0.6,1–1,1.1,Leicester City,,Goodison Park,Mike Dean,Match Report,https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats,https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats,https://fbref.com/en/matches/3e4ff1e0/Everton-Leicester-City-January-27-2021-Premier-League,https://fbref.com/en/matches/3e4ff1e0/Everton-Leicester-City-January-27-2021-Premier-League
20,Thu,2021-01-28,20:00 (04:00),Tottenham,0.2,1–3,2.1,Liverpool,,Tottenham Hotspur Stadium,Martin Atkinson,Match Report,https://fbref.com/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats,https://fbref.com/en/matches/17bac3d1/Tottenham-Hotspur-Liverpool-January-28-2021-Premier-League,https://fbref.com/en/matches/17bac3d1/Tottenham-Hotspur-Liverpool-January-28-2021-Premier-League
21,Sat,2021-01-30,12:30 (20:30),Everton,1.0,0–2,1.8,Newcastle Utd,,Goodison Park,Stuart Attwell,Match Report,https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats,https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,https://fbref.com/en/matches/88053fb0/Everton-Newcastle-United-January-30-2021-Premier-League,https://fbref.com/en/matches/88053fb0/Everton-Newcastle-United-January-30-2021-Premier-League
21,Sat,2021-01-30,15:00 (23:00),Manchester City,1.2,1–0,0.2,Sheffield Utd,,Etihad Stadium,David Coote,Match Report,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats,https://fbref.com/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats,https://fbref.com/en/matches/150c80d7/Manchester-City-Sheffield-United-January-30-2021-Premier-League,https://fbref.com/en/matches/150c80d7/Manchester-City-Sheffield-United-January-30-2021-Premier-League
21,Sat,2021-01-30,15:00 (23:00),West Brom,0.6,2–2,1.8,Fulham,,The Hawthorns,Anthony Taylor,Match Report,https://fbref.com/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats,https://fbref.com/en/matches/d1517c30/West-Bromwich-Albion-Fulham-January-30-2021-Premier-League,https://fbref.com/en/matches/d1517c30/West-Bromwich-Albion-Fulham-January-30-2021-Premier-League
