Rank,Club,Country,Level,Elo,From,To
None,Crotone,ITA,2,1465.5333252,2000-07-02,2000-08-09
None,Crotone,ITA,2,1464.97216797,2000-08-10,2000-08-22
None,Crotone,ITA,2,1466.8572998,2000-08-23,2000-08-23
None,Crotone,ITA,2,1460.40551758,2000-08-24,2000-09-03
None,Crotone,ITA,2,1455.10693359,2000-09-04,2000-09-10
None,Crotone,ITA,2,1461.96716309,2000-09-11,2000-09-12
None,Crotone,ITA,2,1464.64648438,2000-09-13,2000-09-13
None,Crotone,ITA,2,1465.84472656,2000-09-14,2000-09-14
None,Crotone,ITA,2,1464.99365234,2000-09-15,2000-09-17
None,Crotone,ITA,2,1457.67285156,2000-09-18,2000-09-19
None,Crotone,ITA,2,1456.17248535,2000-09-20,2000-09-20
None,Crotone,ITA,2,1457.73352051,2000-09-21,2000-09-24
None,Crotone,ITA,2,1445.28723145,2000-09-25,2000-09-26
None,Crotone,ITA,2,1450.67590332,2000-09-27,2000-09-27
None,Crotone,ITA,2,1447.90686035,2000-09-28,2000-09-28
None,Crotone,ITA,2,1442.19116211,2000-09-29,2000-10-01
None,Crotone,ITA,2,1438.6015625,2000-10-02,2000-10-08
None,Crotone,ITA,2,1445.29248047,2000-10-09,2000-10-17
None,Crotone,ITA,2,1443.95471191,2000-10-18,2000-10-18
None,Crotone,ITA,2,1444.22070312,2000-10-19,2000-10-22
None,Crotone,ITA,2,1457.15380859,2000-10-23,2000-10-24
None,Crotone,ITA,2,1453.32226562,2000-10-25,2000-10-25
None,Crotone,ITA,2,1454.09460449,2000-10-26,2000-10-26
None,Crotone,ITA,2,1455.05322266,2000-10-27,2000-10-29
None,Crotone,ITA,2,1480.03930664,2000-10-30,2000-11-01
None,Crotone,ITA,2,1480.76367188,2000-11-02,2000-11-05
None,Crotone,ITA,2,1492.31164551,2000-11-06,2000-11-07
None,Crotone,ITA,2,1494.8894043,2000-11-08,2000-11-08
None,Crotone,ITA,2,1489.64196777,2000-11-09,2000-11-09
None,Crotone,ITA,2,1482.35461426,2000-11-10,2000-11-12
None,Crotone,ITA,2,1487.9095459,2000-11-13,2000-11-19
None,Crotone,ITA,2,1484.23791504,2000-11-20,2000-11-21
None,Crotone,ITA,2,1483.17358398,2000-11-22,2000-11-22
None,Crotone,ITA,2,1480.49633789,2000-11-23,2000-11-23
None,Crotone,ITA,2,1478.24926758,2000-11-24,2000-11-26
None,Crotone,ITA,2,1487.89489746,2000-11-27,2000-12-03
None,Crotone,ITA,2,1479.44116211,2000-12-04,2000-12-05
None,Crotone,ITA,2,1480.25061035,2000-12-06,2000-12-06
None,Crotone,ITA,2,1484.47387695,2000-12-07,2000-12-07
None,Crotone,ITA,2,1489.97998047,2000-12-08,2000-12-10
None,Crotone,ITA,2,1486.93249512,2000-12-11,2000-12-17
None,Crotone,ITA,2,1499.23413086,2000-12-18,2000-12-23
None,Crotone,ITA,2,1497.85412598,2000-12-24,2001-01-14
None,Crotone,ITA,2,1507.9284668,2001-01-15,2001-01-22
None,Crotone,ITA,2,1494.8572998,2001-01-23,2001-01-28
None,Crotone,ITA,2,1503.27185059,2001-01-29,2001-02-04
None,Crotone,ITA,2,1512.88989258,2001-02-05,2001-02-11
None,Crotone,ITA,2,1503.09191895,2001-02-12,2001-02-13
None,Crotone,ITA,2,1502.04284668,2001-02-14,2001-02-14
None,Crotone,ITA,2,1499.76538086,2001-02-15,2001-02-15
None,Crotone,ITA,2,1495.67199707,2001-02-16,2001-02-18
None,Crotone,ITA,2,1490.45812988,2001-02-19,2001-02-20
None,Crotone,ITA,2,1490.43920898,2001-02-21,2001-02-21
None,Crotone,ITA,2,1490.11523438,2001-02-22,2001-02-22
None,Crotone,ITA,2,1482.95629883,2001-02-23,2001-02-25
None,Crotone,ITA,2,1488.53735352,2001-02-26,2001-03-04
None,Crotone,ITA,2,1488.51403809,2001-03-05,2001-03-06
None,Crotone,ITA,2,1489.34680176,2001-03-07,2001-03-07
None,Crotone,ITA,2,1486.51159668,2001-03-08,2001-03-09
None,Crotone,ITA,2,1499.9173584,2001-03-10,2001-03-13
None,Crotone,ITA,2,1500.08349609,2001-03-14,2001-03-14
None,Crotone,ITA,2,1500.93615723,2001-03-15,2001-03-18
None,Crotone,ITA,2,1505.7010498,2001-03-19,2001-03-25
None,Crotone,ITA,2,1502.35864258,2001-03-26,2001-04-01
None,Crotone,ITA,2,1506.4822998,2001-04-02,2001-04-08
None,Crotone,ITA,2,1498.58203125,2001-04-09,2001-04-14
None,Crotone,ITA,2,1491.03747559,2001-04-15,2001-04-20
None,Crotone,ITA,2,1484.6307373,2001-04-21,2001-04-29
None,Crotone,ITA,2,1481.31164551,2001-04-30,2001-05-12
